U1_14RowNumber,Date,Dchoke (mm),WHP (atm),DHGP (atm),DHGP (psi),A-annulus Pres (atm),7x10 Annulus Pressure (atm),10x13 Annulus Pressure (atm),13x18 Annulus Pressure (atm),18x24 Annulus Pressure (atm),24x28 Annulus Pressure (atm),SSSV Pressure (atm),DHGT (Celcius),III pille Temperature (Celcius)
4860,02.04.18 22:00,12.2,522,766,11258,27,280,34,39,34,2,823,105,29
4861,02.05.18 00:00,12.2,522,766,11257,27,280,34,39,34,2,823,105,29
4862,02.05.18 02:00,12.2,522,766,11257,27,280,34,39,34,2,823,105,29
4863,02.05.18 04:00,12.2,522,766,11257,27,280,34,38,34,2,823,105,29
4864,02.05.18 06:00,12.2,522,766,11258,27,280,34,38,34,2,823,105,30
4865,02.05.18 08:00,12.2,522,766,11258,27,280,34,37,34,3,823,105,30
4866,02.05.18 10:00,12.2,522,766,11258,27,280,34,37,34,3,823,105,30
4867,02.05.18 12:00,12.2,522,766,11258,27,280,34,36,34,3,823,105,30
4868,02.05.18 14:00,12.2,522,766,11257,27,280,34,36,34,3,827,105,30
4869,02.05.18 16:00,12.2,522,766,11257,27,280,34,36,34,3,827,105,30
4870,02.05.18 18:00,12.2,522,766,11257,27,282,34,36,34,3,830,105,30
4871,02.05.18 20:00,12.2,522,766,11257,27,282,34,36,34,3,830,105,30
4872,02.05.18 22:00,12.2,522,766,11256,27,282,34,36,34,3,830,105,28
4873,02.06.18 00:00,12.2,522,766,11256,27,282,33,35,34,2,830,105,28
4874,02.06.18 02:00,12.2,522,766,11256,27,281,32,34,34,2,827,105,28
4875,02.06.18 04:00,12.2,522,766,11256,27,281,32,34,33,2,827,105,28
4876,02.06.18 06:00,12.2,522,766,11256,27,281,32,33,33,2,827,105,28
4877,02.06.18 08:00,12.2,522,766,11255,27,281,32,33,33,2,827,105,28
4878,02.06.18 10:00,12.2,522,766,11255,27,281,32,33,33,2,827,105,28
4879,02.06.18 12:00,12.2,522,766,11254,27,281,32,33,33,2,827,105,28
4880,02.06.18 14:00,12.2,522,766,11254,27,281,32,33,33,2,827,105,28
4881,02.06.18 16:00,12.2,522,766,11254,27,281,32,33,33,2,827,105,28
4882,02.06.18 18:00,12.2,522,766,11254,27,281,32,33,33,2,827,105,28
4883,02.06.18 20:00,12.2,522,766,11254,27,281,32,32,33,2,827,105,28
4884,02.06.18 22:00,12.2,522,766,11254,27,282,32,32,33,2,827,105,29
4885,02.07.18 00:00,12.2,522,766,11254,27,282,32,32,33,2,827,105,29
4886,02.07.18 02:00,12.2,522,766,11254,27,282,32,32,33,2,827,105,29
4887,02.07.18 04:00,12.2,522,766,11254,27,282,32,32,33,2,827,105,29
4888,02.07.18 06:00,12.2,522,766,11253,27,282,32,31,33,2,827,105,29
4889,02.07.18 08:00,12.2,522,766,11253,27,283,32,31,33,2,827,105,29
4890,02.07.18 10:00,12.2,522,766,11253,27,283,32,31,33,2,827,105,29
4891,02.07.18 12:00,12.2,522,766,11253,27,283,32,31,33,2,827,105,28
4892,02.07.18 14:00,12.2,522,766,11253,27,283,32,31,33,2,827,105,28
4893,02.07.18 16:00,12.2,522,766,11253,27,283,32,31,33,2,827,105,29
4894,02.07.18 18:00,12.2,522,766,11253,27,283,32,31,33,2,827,105,29
4895,02.07.18 20:00,12.2,522,766,11253,27,284,32,31,33,2,827,105,29
4896,02.07.18 22:00,12.2,522,766,11253,27,285,32,31,33,2,827,105,28
4897,02.08.18 00:00,12.2,522,766,11253,27,285,32,31,33,2,827,105,28
4898,02.08.18 02:00,12.2,522,766,11253,27,285,32,31,33,2,823,105,29
4899,02.08.18 04:00,12.2,522,766,11253,27,285,32,31,33,2,823,105,28
4900,02.08.18 06:00,12.2,522,766,11253,27,286,32,31,33,2,823,105,28
4901,02.08.18 08:00,12.2,522,766,11253,27,285,32,31,33,2,823,105,28
4902,02.08.18 10:00,12.2,522,766,11253,27,285,32,31,33,2,823,105,28
4903,02.08.18 12:00,12.2,522,766,11253,27,285,32,31,33,2,823,105,28
4904,02.08.18 14:00,12.2,522,766,11252,27,285,32,31,33,2,823,105,28
4905,02.08.18 16:00,12.2,522,766,11252,27,285,32,31,33,2,823,105,28
4906,02.08.18 18:00,12.2,522,766,11252,27,285,32,31,33,2,823,105,28
4907,02.08.18 20:00,12.2,522,766,11252,27,286,32,31,33,2,823,105,28
4908,02.08.18 22:00,12.2,522,766,11252,27,286,32,31,33,2,823,105,28
4909,02.09.18 00:00,12.2,522,766,11252,27,287,32,31,33,2,823,105,30
4910,02.09.18 02:00,12.2,522,766,11251,27,287,32,32,33,2,823,105,30
4911,02.09.18 04:00,12.2,522,766,11251,27,287,31,32,33,3,823,105,30
4912,02.09.18 06:00,12.2,522,766,11252,27,288,30,33,33,3,823,105,30
4913,02.09.18 08:00,12.2,522,766,11251,27,284,33,35,34,3,823,105,30
4914,02.09.18 10:00,12.2,522,766,11251,27,284,33,35,34,3,823,105,30
4915,02.09.18 12:00,12.2,522,766,11251,27,281,33,35,34,3,823,105,31
4916,02.09.18 14:00,12.2,522,766,11251,27,281,33,35,34,3,823,105,31
4917,02.09.18 16:00,12.2,522,766,11250,27,281,33,35,34,3,823,105,31
4918,02.09.18 18:00,12.2,522,766,11250,27,281,33,35,34,3,830,105,31
4919,02.09.18 20:00,12.2,522,766,11251,27,281,33,35,34,3,830,105,30
4920,02.09.18 22:00,12.2,522,766,11251,27,281,33,35,34,3,830,105,30
4921,02.10.18 00:00,12.2,522,766,11251,27,281,33,35,34,3,830,105,30
4922,02.10.18 02:00,12.2,522,766,11251,27,281,33,35,34,3,827,105,30
4923,02.10.18 04:00,12.2,522,766,11251,27,281,33,35,34,3,827,105,30
4924,02.10.18 06:00,12.2,522,766,11251,27,281,33,35,34,3,827,105,30
4925,02.10.18 08:00,12.2,522,766,11250,27,281,32,35,34,3,823,105,31
4926,02.10.18 10:00,12.2,522,766,11250,27,281,32,35,34,3,820,105,31
4927,02.10.18 12:00,12.2,522,766,11250,27,281,32,35,34,3,816,105,31
4928,02.10.18 14:00,12.2,522,766,11251,27,281,32,35,34,3,816,105,30
4929,02.10.18 16:00,12.2,522,766,11250,27,281,32,35,34,3,816,105,30
4930,02.10.18 18:00,12.2,522,766,11250,27,282,32,35,34,3,813,105,30
4931,02.10.18 20:00,12.2,522,766,11250,27,282,33,35,34,3,810,105,29
4932,02.10.18 22:00,12.2,522,766,11250,27,282,33,34,34,3,810,105,31
4933,02.11.18 00:00,12.2,522,765,11249,27,282,33,34,34,3,806,105,32
4934,02.11.18 02:00,12.2,522,765,11249,27,285,33,33,34,3,806,105,32
4935,02.11.18 04:00,12.2,522,765,11249,27,285,33,33,34,3,806,105,32
4936,02.11.18 06:00,12.2,522,765,11249,27,286,33,33,34,3,806,105,32
4937,02.11.18 08:00,12.2,522,765,11249,27,286,33,33,34,3,806,105,32
4938,02.11.18 10:00,12.2,522,765,11249,27,286,33,33,34,3,806,105,32
4939,02.11.18 12:00,12.2,522,765,11249,27,286,33,33,34,3,806,105,32
4940,02.11.18 14:00,12.2,522,765,11249,27,286,33,34,34,3,820,105,32
4941,02.11.18 16:00,12.2,522,765,11249,27,286,33,34,34,3,820,105,32
4942,02.11.18 18:00,12.2,522,765,11248,27,287,33,34,34,3,820,105,31
4943,02.11.18 20:00,12.2,522,765,11248,27,288,35,34,33,3,816,105,31
4944,02.11.18 22:00,12.2,522,765,11248,27,288,35,34,33,3,813,105,31
4945,02.12.18 00:00,12.2,522,765,11248,27,289,35,35,33,3,810,105,31
4946,02.12.18 02:00,12.2,522,765,11248,27,289,35,36,34,3,810,105,31
4947,02.12.18 04:00,12.2,522,765,11248,27,289,35,36,34,3,810,105,31
4948,02.12.18 06:00,12.2,522,765,11247,27,289,35,37,34,3,803,105,31
4949,02.12.18 08:00,12.2,522,765,11247,27,289,35,38,34,3,803,105,31
4950,02.12.18 10:00,12.2,522,765,11246,27,289,35,38,34,3,810,105,31
4951,02.12.18 12:00,12.2,522,765,11246,27,290,35,38,34,3,803,105,31
4952,02.12.18 14:00,12.2,522,765,11246,27,290,35,38,34,3,806,105,30
4953,02.12.18 16:00,12.2,522,765,11246,27,290,35,38,34,3,806,105,30
4954,02.12.18 18:00,12.2,522,765,11246,27,290,35,38,34,3,806,105,30
4955,02.12.18 20:00,12.2,522,765,11245,27,291,35,38,34,3,813,105,29
4956,02.12.18 22:00,12.2,522,765,11245,27,292,35,38,34,3,816,105,29
4957,2.13.18 12:00 AM,12.2,522,765,11245,27,292,35,38,34,3,816,105,29
4958,2.13.18 2:00 AM,12.2,522,765,11244,27,292,35,38,34,3,816,105,29
4959,2.13.18 4:00 AM,12.2,522,765,11244,27,279,33,35,34,3,813,105,29
4960,2.13.18 6:00 AM,12.2,522,765,11244,27,281,33,35,34,3,813,105,29
4961,2.13.18 8:00 AM,12.2,522,765,11244,27,282,33,35,34,3,813,105,29
4962,2.13.18 10:00 AM,12.2,522,765,11243,27,280,33,34,34,3,813,105,29
4963,2.13.18 12:00 PM,12.2,522,765,11244,27,280,33,34,34,3,813,105,30
4964,2.13.18 2:00 PM,12.2,522,765,11244,27,280,33,34,34,3,813,105,30
4965,2.13.18 4:00 PM,12.2,522,765,11243,27,281,34,34,34,3,813,105,30
4966,2.13.18 6:00 PM,12.2,522,765,11243,27,282,34,34,34,3,813,105,30
4967,2.13.18 8:00 PM,12.2,522,765,11243,27,281,34,34,34,3,810,105,30
4968,2.13.18 10:00 PM,12.2,521,765,11242,27,282,34,34,34,3,806,105,30
4969,2.14.18 12:00 AM,12.2,521,765,11242,27,283,34,34,34,3,806,105,29
4970,2.14.18 2:00 AM,12.2,521,765,11241,27,283,34,34,34,3,803,105,29
4971,2.14.18 4:00 AM,12.2,521,765,11241,27,284,34,34,34,3,803,105,29
4972,2.14.18 6:00 AM,12.2,521,765,11241,27,286,34,34,34,3,803,105,28
4973,2.14.18 8:00 AM,12.2,521,765,11240,27,286,34,33,34,3,803,105,29
4974,2.14.18 10:00 AM,12.2,521,765,11239,27,286,34,33,34,3,803,105,29
4975,2.14.18 12:00 PM,12.2,521,765,11239,27,286,34,33,34,3,803,105,29
4976,2.14.18 2:00 PM,12.2,521,765,11238,27,286,34,33,34,3,803,105,29
4977,2.14.18 4:00 PM,12.2,521,765,11239,27,282,32,33,34,3,810,105,29
4978,2.14.18 6:00 PM,12.2,521,765,11238,27,283,33,33,34,3,806,105,31
4979,2.14.18 8:00 PM,12.2,521,765,11238,27,283,33,33,34,3,806,105,31
4980,2.14.18 10:00 PM,12.2,521,765,11238,27,284,33,33,34,3,803,105,31
4981,2.15.18 12:00 AM,12.2,521,765,11238,27,285,34,34,34,3,803,105,31
4982,2.15.18 2:00 AM,12.2,521,765,11239,27,286,35,35,34,3,813,105,31
4983,2.15.18 4:00 AM,12.2,521,765,11238,27,287,35,36,34,3,806,105,31
4984,2.15.18 6:00 AM,12.2,521,765,11238,27,287,35,37,34,3,806,105,31
4985,2.15.18 8:00 AM,12.2,521,765,11238,27,283,35,38,34,3,806,105,31
4986,2.15.18 10:00 AM,12.2,521,765,11238,27,283,35,38,34,3,799,105,31
4987,2.15.18 12:00 PM,12.2,524,766,11256,27,283,35,38,34,3,813,105,30
4988,2.15.18 2:00 PM,12.2,524,766,11256,27,283,35,38,34,3,813,105,30
4989,2.15.18 4:00 PM,12.2,524,766,11256,27,283,35,38,34,3,813,105,30
4990,2.15.18 6:00 PM,12.2,524,766,11257,27,285,35,39,34,3,813,105,30
4991,2.15.18 8:00 PM,12.2,524,766,11257,27,286,35,39,34,3,810,105,30
4992,2.15.18 10:00 PM,12.2,524,766,11257,27,286,35,39,34,3,810,105,30
4993,2.16.18 12:00 AM,12.2,524,766,11258,27,287,35,39,34,3,806,105,30
4994,2.16.18 2:00 AM,12.2,524,766,11258,27,287,35,39,34,3,806,105,30
4995,2.16.18 4:00 AM,12.2,524,766,11258,27,287,35,39,34,3,803,105,31
4996,2.16.18 6:00 AM,12.2,524,766,11258,27,288,35,39,34,3,803,105,31
4997,2.16.18 8:00 AM,12.2,524,766,11258,27,288,35,39,34,3,813,105,31
4998,2.16.18 10:00 AM,12.2,524,766,11258,27,288,35,39,34,3,813,105,31
4999,2.16.18 12:00 PM,12.2,524,766,11258,27,288,35,39,34,3,813,105,31
5000,2.16.18 2:00 PM,12.2,524,766,11257,27,288,35,38,34,3,813,105,31
5001,2.16.18 4:00 PM,12.2,524,766,11257,27,288,35,38,34,3,813,105,31
5002,2.16.18 6:00 PM,12.2,524,766,11257,27,288,35,38,34,3,813,105,31
5003,2.16.18 8:00 PM,12.2,524,766,11257,27,289,35,38,34,3,813,105,31
5004,2.16.18 10:00 PM,12.2,524,766,11257,27,289,35,38,34,3,813,105,31
5005,2.17.18 12:00 AM,12.2,524,766,11256,27,289,35,38,34,3,813,105,31
5006,2.17.18 2:00 AM,12.2,524,766,11256,27,289,35,38,34,3,813,105,31
5007,2.17.18 4:00 AM,12.2,524,766,11256,27,290,35,38,34,3,806,105,31
5008,2.17.18 6:00 AM,12.2,524,766,11256,27,290,35,38,34,3,806,105,31
5009,2.17.18 8:00 AM,12.2,524,766,11256,27,290,35,38,34,3,803,105,31
5010,2.17.18 10:00 AM,12.2,524,766,11256,27,290,35,38,34,3,803,105,31
5011,2.17.18 12:00 PM,12.2,524,766,11256,27,290,35,38,34,3,813,105,31
5012,2.17.18 2:00 PM,12.2,524,766,11256,27,290,35,38,34,3,813,105,32
5013,2.17.18 4:00 PM,12.2,524,766,11256,27,290,35,38,34,3,803,105,32
5014,2.17.18 6:00 PM,12.2,524,766,11255,27,290,35,38,34,3,810,105,32
5015,2.17.18 8:00 PM,12.2,524,766,11255,27,284,35,38,34,3,806,105,32
5016,2.17.18 10:00 PM,12.2,524,766,11255,27,285,35,38,34,3,806,105,32
5017,2.18.18 12:00 AM,12.2,524,766,11255,27,286,35,38,34,3,806,105,32
5018,2.18.18 2:00 AM,12.2,524,766,11254,27,284,35,37,34,3,803,105,32
5019,2.18.18 4:00 AM,12.2,524,766,11254,27,284,35,37,34,3,803,105,32
5020,2.18.18 6:00 AM,12.2,524,766,11254,27,284,35,37,34,3,813,105,32
5021,2.18.18 8:00 AM,12.2,524,766,11254,27,287,35,37,34,3,810,105,32
5022,2.18.18 10:00 AM,12.2,524,766,11254,27,287,35,37,34,3,806,105,31
5023,2.18.18 12:00 PM,12.2,524,766,11254,27,287,35,37,34,3,806,105,31
5024,2.18.18 2:00 PM,12.2,524,766,11254,27,287,35,37,34,3,803,105,31
5025,2.18.18 4:00 PM,12.2,524,766,11254,27,287,35,37,34,3,803,105,31
5026,2.18.18 6:00 PM,12.2,524,766,11254,27,287,35,37,34,3,813,105,31
5027,2.18.18 8:00 PM,12.2,524,766,11254,27,288,35,36,34,3,806,105,31
5028,2.18.18 10:00 PM,12.2,524,766,11254,27,287,35,35,34,3,803,105,30
5029,2.19.18 12:00 AM,12.2,524,766,11253,27,287,34,33,34,3,803,105,30
5030,2.19.18 2:00 AM,12.2,524,766,11253,27,287,33,32,34,3,806,105,30
5031,2.19.18 4:00 AM,12.2,524,766,11253,27,288,33,32,34,3,806,105,30
5032,2.19.18 6:00 AM,12.2,524,766,11253,27,288,33,32,34,3,806,105,30
5033,2.19.18 8:00 AM,12.2,524,766,11253,27,288,32,31,34,3,803,105,30
5034,2.19.18 10:00 AM,12.2,524,766,11253,27,288,32,31,34,3,803,105,30
5035,2.19.18 12:00 PM,12.2,524,766,11252,27,288,32,31,34,3,803,105,30
5036,2.19.18 2:00 PM,12.2,524,766,11253,27,288,32,31,34,3,806,105,31
5037,2.19.18 4:00 PM,12.2,524,766,11253,27,288,32,31,34,3,806,105,31
5038,2.19.18 6:00 PM,12.2,524,766,11253,27,288,32,31,34,3,806,105,31
5039,2.19.18 8:00 PM,12.2,524,766,11253,27,289,32,32,34,3,806,105,31
5040,2.19.18 10:00 PM,12.2,524,766,11254,27,290,33,32,34,3,806,105,31
5041,2.20.18 12:00 AM,12.2,524,766,11254,27,290,34,33,34,3,806,105,31
5042,2.20.18 2:00 AM,12.2,524,766,11253,27,290,34,34,34,3,810,105,32
5043,2.20.18 4:00 AM,12.2,524,766,11254,27,290,34,34,34,3,810,105,32
5044,2.20.18 6:00 AM,12.2,524,766,11254,27,285,34,35,34,3,810,105,32
5045,2.20.18 8:00 AM,12.2,524,766,11253,27,285,35,35,34,3,806,105,32
5046,2.20.18 10:00 AM,12.2,524,766,11253,27,287,35,36,34,3,806,105,32
5047,2.20.18 12:00 PM,12.2,524,766,11253,27,287,35,37,34,3,806,105,32
5048,2.20.18 2:00 PM,12.2,524,766,11253,27,287,35,37,34,3,806,105,32
5049,2.20.18 4:00 PM,12.2,524,766,11253,27,289,38,37,34,3,806,105,32
5050,2.20.18 6:00 PM,12.2,524,766,11252,27,289,38,37,34,3,813,105,32
5051,2.20.18 8:00 PM,12.2,524,766,11252,27,289,35,38,34,3,813,105,32
5052,2.20.18 10:00 PM,12.2,524,766,11252,27,289,35,38,34,3,810,105,31
5053,2.21.18 12:00 AM,12.2,524,766,11252,27,290,35,39,34,3,806,105,31
5054,2.21.18 2:00 AM,12.2,524,766,11252,27,290,35,39,34,3,806,105,31
5055,2.21.18 4:00 AM,12.2,524,766,11252,27,290,35,39,34,3,806,105,31
5056,2.21.18 6:00 AM,12.2,524,766,11251,27,290,35,39,34,3,803,105,31
5057,2.21.18 8:00 AM,12.2,524,766,11251,27,290,35,39,34,3,816,105,31
5058,2.21.18 10:00 AM,12.2,524,766,11251,27,290,35,38,34,3,830,105,31
5059,2.21.18 12:00 PM,12.2,524,766,11251,27,290,35,38,34,3,830,105,31
5060,2.21.18 2:00 PM,12.2,524,766,11251,27,290,35,38,34,3,827,105,31
5061,2.21.18 4:00 PM,12.2,524,766,11251,27,290,35,38,34,3,827,105,31
5062,2.21.18 6:00 PM,12.2,524,766,11250,27,290,37,39,34,3,827,105,31
5063,2.21.18 8:00 PM,12.2,524,766,11251,27,291,37,39,34,3,827,105,31
5064,2.21.18 10:00 PM,12.2,524,766,11251,27,291,37,39,34,3,827,105,31
5065,2.22.18 12:00 AM,12.2,524,766,11251,27,288,35,39,34,3,827,105,31
5066,2.22.18 2:00 AM,12.2,524,766,11251,27,289,35,39,34,3,827,105,31
5067,2.22.18 4:00 AM,12.2,524,766,11251,27,290,35,39,34,3,827,105,31
5068,2.22.18 6:00 AM,12.2,524,766,11251,27,290,35,39,34,3,827,105,31
5069,2.22.18 8:00 AM,12.2,524,766,11250,27,290,35,39,34,3,827,105,31
5070,2.22.18 10:00 AM,12.2,524,766,11250,27,290,35,39,34,3,827,105,31
5071,2.22.18 12:00 PM,12.2,524,766,11250,27,290,35,39,34,3,827,105,31
5072,2.22.18 2:00 PM,12.2,524,766,11250,27,290,35,39,34,3,827,105,31
5073,2.22.18 4:00 PM,12.2,524,766,11250,27,290,35,39,34,3,827,105,31
5074,2.22.18 6:00 PM,12.2,524,766,11250,27,290,35,39,34,3,827,105,31
5075,2.22.18 8:00 PM,12.2,524,766,11250,27,291,36,39,34,3,827,105,31
5076,2.22.18 10:00 PM,12.2,524,765,11249,27,291,36,39,34,3,827,105,31
5077,2.23.18 12:00 AM,12.2,524,765,11249,27,290,36,39,34,3,827,105,31
5078,2.23.18 2:00 AM,12.2,524,765,11249,27,290,36,39,34,3,827,105,31
5079,2.23.18 4:00 AM,12.2,524,765,11249,27,290,37,40,34,3,827,105,31
5080,2.23.18 6:00 AM,12.2,524,765,11249,27,291,37,40,34,3,827,105,31
5081,2.23.18 8:00 AM,12.2,524,765,11248,27,291,37,40,34,3,827,105,31
5082,2.23.18 10:00 AM,12.2,524,765,11248,27,291,36,39,34,3,830,105,31
5083,2.23.18 12:00 PM,12.2,524,765,11248,27,291,36,39,34,3,830,105,31
5084,2.23.18 2:00 PM,12.2,524,765,11248,27,291,36,39,34,3,830,105,31
5085,2.23.18 4:00 PM,12.2,524,765,11248,27,291,36,39,34,3,830,105,33
5086,2.23.18 6:00 PM,12.2,524,765,11248,27,291,36,39,34,3,827,105,32
5087,2.23.18 8:00 PM,12.2,524,765,11248,27,289,35,39,34,3,830,105,33
5088,2.23.18 10:00 PM,12.2,524,765,11248,27,289,36,39,34,3,830,105,33
5089,2.24.18 12:00 AM,12.2,524,765,11248,27,290,36,39,34,3,830,105,33
5090,2.24.18 2:00 AM,12.2,524,765,11248,27,291,36,39,34,3,830,105,33
5091,2.24.18 4:00 AM,12.2,524,766,11252,27,291,36,39,34,3,830,105,33
5092,2.24.18 6:00 AM,12.2,524,766,11251,27,291,36,39,34,3,827,105,33
5093,2.24.18 8:00 AM,12.2,524,766,11251,27,291,36,39,34,3,827,105,33
5094,2.24.18 10:00 AM,12.2,524,766,11251,27,291,36,39,34,3,827,105,33
5095,2.24.18 12:00 PM,12.2,524,766,11251,27,291,36,39,34,3,827,105,33
5096,2.24.18 2:00 PM,12.2,524,766,11251,27,291,36,39,34,3,827,105,33
5097,2.24.18 4:00 PM,12.2,524,766,11251,27,291,36,39,34,3,827,105,33
5098,2.24.18 6:00 PM,12.2,524,766,11250,27,291,36,39,34,3,827,105,33
5099,2.24.18 8:00 PM,12.2,524,766,11250,27,291,36,39,34,3,827,105,34
5100,2.24.18 10:00 PM,12.2,524,766,11250,27,293,37,39,34,3,827,105,34
5101,2.25.18 12:00 AM,12.2,524,765,11249,27,293,37,39,34,4,827,105,34
5102,2.25.18 2:00 AM,12.2,524,765,11249,27,292,37,39,34,4,827,105,32
5103,2.25.18 4:00 AM,12.2,524,765,11249,27,292,37,39,34,4,827,105,31
5104,2.25.18 6:00 AM,12.2,524,765,11249,27,292,37,39,34,4,827,105,32
5105,2.25.18 8:00 AM,12.2,524,765,11249,27,292,37,39,34,3,827,105,32
5106,2.25.18 10:00 AM,12.2,524,765,11249,27,292,37,39,34,4,827,105,32
5107,2.25.18 12:00 PM,12.2,524,765,11248,27,292,37,39,34,4,827,105,32
5108,2.25.18 2:00 PM,12.2,524,765,11248,27,292,37,39,34,4,827,105,32
5109,2.25.18 4:00 PM,12.2,524,765,11248,27,292,37,39,34,4,827,105,32
5110,2.25.18 6:00 PM,12.2,524,765,11248,27,292,37,39,34,4,827,105,32
5111,2.25.18 8:00 PM,12.2,524,765,11248,27,293,37,39,34,4,830,105,32
5112,2.25.18 10:00 PM,12.2,524,765,11247,27,293,37,39,34,4,830,105,32
5113,2.26.18 12:00 AM,12.2,523,765,11247,27,293,37,39,34,4,830,105,32
5114,2.26.18 2:00 AM,12.2,523,765,11247,27,293,37,39,34,4,830,105,32
5115,2.26.18 4:00 AM,12.2,523,765,11247,27,293,37,39,34,4,830,105,32
5116,2.26.18 6:00 AM,12.2,523,765,11247,27,293,37,39,34,4,830,105,32
5117,2.26.18 8:00 AM,12.2,523,765,11246,27,293,37,39,34,4,830,105,32
5118,2.26.18 10:00 AM,12.2,523,765,11246,27,293,37,39,34,4,830,105,32
5119,2.26.18 12:00 PM,12.2,523,765,11246,27,293,37,39,34,4,830,105,32
5120,2.26.18 2:00 PM,12.2,523,765,11246,27,293,36,39,34,4,830,105,32
5121,2.26.18 4:00 PM,12.2,523,765,11246,27,293,36,39,34,4,830,105,32
5122,2.26.18 6:00 PM,12.2,523,765,11246,27,293,36,39,34,4,830,105,32
5123,2.26.18 8:00 PM,12.2,523,765,11245,27,293,36,39,34,4,830,105,32
5124,2.26.18 10:00 PM,12.2,523,765,11245,27,293,36,39,34,4,830,105,32
5125,2.27.18 12:00 AM,12.2,523,765,11245,27,293,36,39,34,4,830,105,32
5126,2.27.18 2:00 AM,12.2,523,765,11245,27,293,36,39,34,4,830,105,32
5127,2.27.18 4:00 AM,12.2,523,765,11245,27,293,36,39,34,4,830,105,32
5128,2.27.18 6:00 AM,12.2,523,765,11245,27,293,36,39,34,4,830,105,32
5129,2.27.18 8:00 AM,12.2,523,765,11245,27,292,35,39,34,4,830,105,32
5130,2.27.18 10:00 AM,12.2,523,765,11245,27,292,35,39,34,4,827,105,32
5131,2.27.18 12:00 PM,12.2,523,765,11245,27,291,35,38,34,4,827,105,32
5132,2.27.18 2:00 PM,12.2,523,765,11245,27,291,35,38,34,4,827,105,32
5133,2.27.18 4:00 PM,12.2,523,765,11245,27,291,35,38,34,4,827,105,32
5134,2.27.18 6:00 PM,12.2,523,765,11245,27,291,34,35,34,4,827,105,32
5135,2.27.18 8:00 PM,12.2,523,765,11245,27,291,34,34,34,4,827,105,32
5136,2.27.18 10:00 PM,12.2,523,765,11244,27,291,34,33,33,4,827,105,32
5137,2.28.18 12:00 AM,12.2,523,765,11244,27,291,34,33,33,4,827,105,32
5138,2.28.18 2:00 AM,12.2,523,765,11244,27,291,34,32,32,4,827,105,32
5139,2.28.18 4:00 AM,12.2,523,765,11244,27,291,34,31,32,4,827,105,33
5140,2.28.18 6:00 AM,12.2,523,765,11243,27,291,34,31,32,4,827,105,33
5141,2.28.18 8:00 AM,12.2,523,765,11243,27,291,34,31,32,4,827,105,32
5142,2.28.18 10:00 AM,12.2,523,765,11243,27,291,33,31,33,4,827,105,32
5143,2.28.18 12:00 PM,12.2,523,765,11243,27,291,33,31,33,4,827,105,32
5144,2.28.18 2:00 PM,12.2,523,765,11243,27,291,32,31,33,4,827,105,32
5145,2.28.18 4:00 PM,12.2,523,765,11243,27,292,31,31,33,4,827,105,32
5146,2.28.18 6:00 PM,12.2,523,765,11242,27,292,31,31,33,4,827,105,33
5147,2.28.18 8:00 PM,12.2,523,765,11242,27,293,31,31,33,4,827,105,32
5148,2.28.18 10:00 PM,12.2,523,765,11242,27,293,30,31,33,4,827,105,32
5149,03.01.18 00:00,12.2,523,765,11242,27,293,30,31,33,4,827,105,32
5150,03.01.18 02:00,12.2,523,765,11241,27,293,30,31,33,4,827,105,32
5151,03.01.18 04:00,12.2,523,765,11241,27,293,30,31,32,4,827,105,32
5152,03.01.18 06:00,12.2,523,765,11241,27,293,30,31,32,4,827,105,32
5153,03.01.18 08:00,12.2,523,765,11241,27,292,30,31,32,4,827,105,33
5154,03.01.18 10:00,12.2,523,765,11241,27,291,29,31,32,4,827,105,33
5155,03.01.18 12:00,12.2,523,765,11241,27,291,28,31,32,4,827,105,32
5156,03.01.18 14:00,12.2,523,765,11240,27,291,28,31,32,4,827,105,32
5157,03.01.18 16:00,12.2,523,765,11240,27,291,27,31,32,4,827,105,32
5158,03.01.18 18:00,12.2,523,765,11240,27,290,27,31,32,4,827,105,33
5159,03.01.18 20:00,12.2,523,765,11240,27,290,27,31,33,4,827,105,33
5160,03.01.18 22:00,12.2,523,765,11240,27,291,27,30,33,4,827,105,33
5161,03.02.18 00:00,12.2,523,765,11240,27,291,27,30,33,4,827,105,33
5162,03.02.18 02:00,12.2,523,765,11240,27,291,27,30,33,4,827,105,32
5163,03.02.18 04:00,12.2,523,765,11243,27,291,27,30,33,4,827,105,33
5164,03.02.18 06:00,12.2,523,765,11242,27,291,27,30,33,4,827,105,32
5165,03.02.18 08:00,12.2,523,765,11242,27,291,27,30,33,4,827,105,32
5166,03.02.18 10:00,12.2,523,765,11242,27,291,27,30,33,4,827,105,32
5167,03.02.18 12:00,12.2,523,765,11242,27,291,27,30,33,4,827,105,32
5168,03.02.18 14:00,12.2,523,765,11241,27,291,28,30,33,4,827,105,32
5169,03.02.18 16:00,12.2,523,765,11242,27,291,28,30,33,4,827,105,32
5170,03.02.18 18:00,12.2,523,765,11242,27,291,27,30,33,4,827,105,32
5171,03.02.18 20:00,12.2,523,765,11242,27,291,27,30,33,4,827,105,32
5172,03.02.18 22:00,12.2,523,765,11241,27,291,27,30,33,4,827,105,32
5173,03.03.18 00:00,12.2,523,765,11241,27,291,27,30,33,4,827,105,33
5174,03.03.18 02:00,12.2,523,765,11241,27,291,27,30,33,4,827,105,33
