U1_10RowNumber,Date,Dchoke (mm),WHP (atm),DHGP (atm),DHGP (psi),A-annulus Pres (atm),7x10 Annulus Pressure (atm),10x13 Annulus Pressure (atm),13x18 Annulus Pressure (atm),18x24 Annulus Pressure (atm),24x28 Annulus Pressure (atm),SSSV Pressure (atm),Choke Pressure (atm),III Choke Pressure (atm),III pille Temperature (Celcius)
29344,06.01.19 02:00,10.2,303,#N/A,#N/A,296,54,230,2,0,#N/A,874,213,60,25
29345,06.01.19 04:00,10.2,291,#N/A,#N/A,298,54,230,2,0,#N/A,874,205,59,25
29346,06.01.19 06:00,10.2,278,#N/A,#N/A,289,51,229,2,0,#N/A,871,198,59,25
29347,06.01.19 08:00,10.2,276,#N/A,#N/A,282,50,228,2,0,#N/A,871,196,59,25
29348,06.01.19 10:00,10.2,258,#N/A,#N/A,269,46,226,2,0,#N/A,861,180,58,25
29349,06.01.19 12:00,10.2,274,#N/A,#N/A,271,47,225,2,0,#N/A,867,192,58,25
29350,06.01.19 14:00,10.2,250,#N/A,#N/A,263,43,224,2,0,#N/A,861,179,57,25
29351,06.01.19 16:00,10.2,363,#N/A,#N/A,280,53,227,2,0,#N/A,888,251,60,24
29352,06.01.19 18:00,10.2,360,#N/A,#N/A,320,61,233,2,0,#N/A,898,260,61,25
29353,06.01.19 20:00,10.2,356,#N/A,#N/A,350,67,236,2,0,#N/A,901,248,61,25
29354,06.01.19 22:00,10.2,354,#N/A,#N/A,360,69,238,2,0,#N/A,901,247,62,25
29355,06.02.19 00:00,10.2,351,#N/A,#N/A,357,69,239,2,0,#N/A,901,245,61,25
29356,06.02.19 02:00,10.2,347,#N/A,#N/A,354,69,239,2,0,#N/A,901,242,61,25
29357,06.02.19 04:00,10.2,343,#N/A,#N/A,349,69,240,2,0,#N/A,901,240,61,25
29358,06.02.19 06:00,10.2,338,#N/A,#N/A,345,68,240,2,0,#N/A,901,237,61,25
29359,06.02.19 08:00,10.2,333,#N/A,#N/A,340,67,239,2,0,#N/A,901,233,61,25
29360,06.02.19 10:00,10.2,325,#N/A,#N/A,333,66,239,2,0,#N/A,901,229,61,26
29361,06.02.19 12:00,10.2,318,#N/A,#N/A,326,64,238,2,0,#N/A,898,224,60,26
29362,06.02.19 14:00,10.2,303,#N/A,#N/A,315,61,237,2,0,#N/A,895,215,59,25
29363,06.02.19 16:00,10.2,295,#N/A,#N/A,306,58,235,2,0,#N/A,888,211,59,25
29364,06.02.19 18:00,10.2,338,#N/A,#N/A,325,64,237,2,0,#N/A,898,235,61,25
29365,06.02.19 20:00,10.2,329,#N/A,#N/A,335,65,238,2,0,#N/A,898,232,61,25
29366,06.02.19 22:00,10.2,321,#N/A,#N/A,329,63,238,2,0,#N/A,898,228,60,25
29367,06.03.19 00:00,10.2,313,#N/A,#N/A,321,61,237,2,0,#N/A,895,218,60,25
29368,06.03.19 02:00,10.2,302,#N/A,#N/A,311,59,236,2,0,#N/A,888,211,60,25
29369,06.03.19 04:00,10.2,292,#N/A,#N/A,302,56,234,2,0,#N/A,884,207,59,26
29370,06.03.19 06:00,10.2,293,#N/A,#N/A,299,55,233,2,0,#N/A,884,208,59,25
29371,06.03.19 08:00,10.2,284,#N/A,#N/A,291,52,232,2,0,#N/A,884,199,59,25
29372,06.03.19 10:00,10.2,355,#N/A,#N/A,303,58,234,2,0,#N/A,898,247,61,25
29373,06.03.19 12:00,10.2,351,#N/A,#N/A,332,63,237,2,0,#N/A,901,244,61,25
29374,06.03.19 14:00,10.2,347,#N/A,#N/A,350,67,239,2,0,#N/A,905,243,61,26
29375,06.03.19 16:00,10.2,343,#N/A,#N/A,349,67,240,2,0,#N/A,905,240,61,26
29376,06.03.19 18:00,10.2,337,#N/A,#N/A,344,66,240,2,0,#N/A,905,235,61,26
29377,06.03.19 20:00,10.2,330,#N/A,#N/A,337,65,239,2,0,#N/A,905,234,61,26
29378,06.03.19 22:00,10.2,322,#N/A,#N/A,330,63,239,2,0,#N/A,898,226,60,26
29379,06.04.19 00:00,10.2,307,#N/A,#N/A,319,60,238,2,0,#N/A,891,218,60,26
29380,06.04.19 02:00,10.2,281,#N/A,#N/A,301,55,235,2,0,#N/A,884,200,59,26
29381,06.04.19 04:00,10.2,345,#N/A,#N/A,320,62,237,2,0,#N/A,898,240,61,26
29382,06.04.19 06:00,10.2,341,#N/A,#N/A,340,66,239,2,0,#N/A,901,239,61,26
29383,06.04.19 08:00,10.2,335,#N/A,#N/A,342,66,240,2,0,#N/A,901,235,61,26
29384,06.04.19 10:00,10.2,332,#N/A,#N/A,336,65,239,2,0,#N/A,901,233,61,26
29385,06.04.19 12:00,10.2,322,#N/A,#N/A,329,63,239,2,0,#N/A,901,226,60,26
29386,06.04.19 14:00,10.2,311,#N/A,#N/A,320,61,239,2,0,#N/A,898,220,60,26
29387,06.04.19 16:00,10.2,298,#N/A,#N/A,310,58,237,2,0,#N/A,891,212,59,26
29388,06.04.19 18:00,10.2,289,#N/A,#N/A,299,55,235,2,0,#N/A,884,204,59,26
29389,06.04.19 20:00,10.2,292,#N/A,#N/A,293,53,234,2,0,#N/A,884,200,59,26
29390,06.04.19 22:00,10.2,293,#N/A,#N/A,300,54,234,2,0,#N/A,888,209,59,26
29391,06.05.19 00:00,10.2,279,#N/A,#N/A,290,51,232,2,0,#N/A,881,200,58,26
29392,06.05.19 02:00,10.2,330,#N/A,#N/A,296,55,233,2,0,#N/A,891,228,60,25
29393,06.05.19 04:00,10.2,318,#N/A,#N/A,316,58,235,2,0,#N/A,891,224,61,26
29394,06.05.19 06:00,10.2,303,#N/A,#N/A,312,56,235,2,0,#N/A,888,217,61,26
29395,06.05.19 08:00,10.2,310,#N/A,#N/A,306,56,238,2,0,#N/A,884,214,60,26
29396,06.05.19 10:00,10.2,297,#N/A,#N/A,307,54,234,2,0,#N/A,884,214,60,25
29397,06.05.19 12:00,10.2,284,#N/A,#N/A,295,51,232,2,0,#N/A,881,202,59,25
29398,06.05.19 14:00,10.2,304,#N/A,#N/A,294,51,231,2,0,#N/A,881,200,58,25
29399,06.05.19 16:00,10.2,286,#N/A,#N/A,297,49,231,2,0,#N/A,881,190,57,25
29400,06.05.19 18:00,10.2,298,#N/A,#N/A,303,51,231,2,0,#N/A,881,200,58,25
29401,06.05.19 20:00,10.2,278,#N/A,#N/A,291,47,229,2,0,#N/A,874,185,57,25
29402,06.05.19 22:00,10.2,254,#N/A,#N/A,276,42,227,2,0,#N/A,861,170,57,25
29403,06.06.19 00:00,10.2,358,#N/A,#N/A,309,57,232,2,0,#N/A,891,232,60,24
29404,06.06.19 02:00,10.2,354,#N/A,#N/A,338,61,235,2,0,#N/A,891,229,60,24
29405,06.06.19 04:00,10.2,347,#N/A,#N/A,353,64,237,2,0,#N/A,898,226,60,25
29406,06.06.19 06:00,10.2,340,#N/A,#N/A,348,63,237,2,0,#N/A,891,221,60,25
29407,06.06.19 08:00,10.2,328,#N/A,#N/A,338,61,237,2,0,#N/A,891,213,59,24
29408,06.06.19 10:00,10.2,311,#N/A,#N/A,322,57,235,2,0,#N/A,888,203,59,25
29409,06.06.19 12:00,10.2,339,#N/A,#N/A,318,57,234,2,0,#N/A,891,218,59,25
29410,06.06.19 14:00,10.2,337,#N/A,#N/A,338,61,236,2,0,#N/A,895,221,59,25
29411,06.06.19 16:00,10.2,329,#N/A,#N/A,336,60,236,2,0,#N/A,895,218,59,25
29412,06.06.19 18:00,10.2,320,#N/A,#N/A,328,58,235,2,0,#N/A,895,210,59,25
29413,06.06.19 20:00,10.2,325,#N/A,#N/A,324,58,235,2,0,#N/A,888,211,59,25
29414,06.06.19 22:00,10.2,312,#N/A,#N/A,321,56,234,2,0,#N/A,888,210,59,25
29415,06.07.19 00:00,10.2,298,#N/A,#N/A,310,53,233,2,0,#N/A,884,197,58,25
29416,06.07.19 02:00,10.2,287,#N/A,#N/A,295,49,231,2,0,#N/A,874,185,58,24
29417,06.07.19 04:00,10.2,367,#N/A,#N/A,315,58,233,2,0,#N/A,895,238,60,24
29418,06.07.19 06:00,10.2,364,#N/A,#N/A,345,64,237,2,0,#N/A,898,235,60,25
29419,06.07.19 08:00,10.2,361,#N/A,#N/A,363,67,239,2,0,#N/A,905,233,60,25
29420,06.07.19 10:00,10.2,358,#N/A,#N/A,364,67,239,2,0,#N/A,905,233,60,25
29421,06.07.19 12:00,10.2,354,#N/A,#N/A,360,67,239,2,0,#N/A,905,230,60,25
29422,06.07.19 14:00,10.2,349,#N/A,#N/A,355,67,239,2,0,#N/A,905,226,59,25
29423,06.07.19 16:00,10.2,344,#N/A,#N/A,350,66,239,2,0,#N/A,905,223,59,25
29424,06.07.19 18:00,10.2,339,#N/A,#N/A,345,65,239,2,0,#N/A,905,221,59,25
29425,06.07.19 20:00,10.2,333,#N/A,#N/A,339,63,238,2,0,#N/A,898,218,59,24
29426,06.07.19 22:00,10.2,325,#N/A,#N/A,331,61,238,2,0,#N/A,895,211,59,25
29427,06.08.19 00:00,10.2,313,#N/A,#N/A,322,59,236,2,0,#N/A,891,205,58,24
29428,06.08.19 02:00,10.2,322,#N/A,#N/A,317,58,235,2,0,#N/A,888,207,58,24
29429,06.08.19 04:00,10.2,314,#N/A,#N/A,320,58,235,2,0,#N/A,888,206,58,24
29430,06.08.19 06:00,10.2,310,#N/A,#N/A,314,56,234,2,0,#N/A,888,201,58,24
29431,06.08.19 08:00,10.2,302,#N/A,#N/A,310,54,233,2,0,#N/A,884,199,58,25
29432,06.08.19 10:00,10.2,290,#N/A,#N/A,300,51,232,2,0,#N/A,881,192,58,24
29433,06.08.19 12:00,10.2,270,#N/A,#N/A,285,47,229,2,0,#N/A,871,179,57,25
29434,06.08.19 14:00,10.2,267,#N/A,#N/A,276,43,228,2,0,#N/A,871,179,57,25
29435,06.08.19 16:00,10.2,263,#N/A,#N/A,269,42,226,2,0,#N/A,864,173,57,25
29436,06.08.19 18:00,10.2,374,#N/A,#N/A,310,79,234,2,0,#N/A,895,240,60,24
29437,06.08.19 20:00,10.2,371,#N/A,#N/A,351,66,238,2,0,#N/A,901,240,60,25
29438,06.08.19 22:00,10.2,369,#N/A,#N/A,370,69,240,2,0,#N/A,908,239,60,25
29439,06.09.19 00:00,10.2,366,#N/A,#N/A,372,70,241,2,0,#N/A,908,237,60,25
29440,06.09.19 02:00,10.2,363,#N/A,#N/A,369,70,241,2,0,#N/A,908,235,60,25
29441,06.09.19 04:00,10.2,359,#N/A,#N/A,365,70,241,2,0,#N/A,908,231,60,25
29442,06.09.19 06:00,10.2,355,#N/A,#N/A,362,69,241,2,0,#N/A,908,231,60,25
29443,06.09.19 08:00,10.2,351,#N/A,#N/A,357,69,241,2,0,#N/A,905,229,60,25
29444,06.09.19 10:00,10.2,346,#N/A,#N/A,352,68,241,2,0,#N/A,905,225,60,25
29445,06.09.19 12:00,10.2,340,#N/A,#N/A,347,66,240,2,0,#N/A,905,220,59,25
29446,06.09.19 14:00,10.2,334,#N/A,#N/A,341,65,240,2,0,#N/A,901,220,59,25
29447,06.09.19 16:00,10.2,324,#N/A,#N/A,333,63,239,2,0,#N/A,898,212,59,25
29448,06.09.19 18:00,10.2,309,#N/A,#N/A,321,59,237,2,0,#N/A,891,203,59,25
29449,06.09.19 20:00,10.2,283,#N/A,#N/A,303,54,235,2,0,#N/A,884,189,58,25
29450,06.09.19 22:00,10.2,370,#N/A,#N/A,321,62,237,2,0,#N/A,898,239,60,25
29451,06.10.19 00:00,10.2,367,#N/A,#N/A,353,68,240,2,0,#N/A,908,237,61,25
29452,06.10.19 02:00,10.2,365,#N/A,#N/A,369,71,242,2,0,#N/A,908,236,60,25
29453,06.10.19 04:00,10.2,361,#N/A,#N/A,367,71,242,2,0,#N/A,908,234,60,25
29454,06.10.19 06:00,10.2,357,#N/A,#N/A,363,71,242,2,0,#N/A,908,230,60,25
29455,06.10.19 08:00,10.2,354,#N/A,#N/A,360,70,242,2,0,#N/A,908,230,60,25
29456,06.10.19 10:00,10.2,348,#N/A,#N/A,355,69,242,2,0,#N/A,908,228,62,25
29457,06.10.19 12:00,10.2,343,#N/A,#N/A,350,68,242,2,0,#N/A,908,222,62,25
29458,06.10.19 14:00,10.2,331,#N/A,#N/A,335,64,240,2,0,#N/A,908,218,62,26
29459,06.10.19 16:00,10.2,322,#N/A,#N/A,321,62,239,2,0,#N/A,898,210,62,26
29460,06.10.19 18:00,10.2,313,#N/A,#N/A,291,56,237,2,0,#N/A,888,204,61,26
29461,06.10.19 20:00,10.2,307,#N/A,#N/A,256,51,235,2,0,#N/A,888,202,61,26
29462,06.10.19 22:00,10.2,302,#N/A,#N/A,272,53,235,2,0,#N/A,884,199,61,26
29463,06.11.19 00:00,10.2,306,#N/A,#N/A,292,55,235,2,0,#N/A,884,197,61,26
29464,06.11.19 02:00,10.2,318,#N/A,#N/A,312,58,236,2,0,#N/A,884,209,61,25
29465,06.11.19 04:00,10.2,317,#N/A,#N/A,319,58,236,2,0,#N/A,888,206,61,25
29466,06.11.19 06:00,10.2,314,#N/A,#N/A,318,57,235,2,0,#N/A,888,204,61,25
29467,06.11.19 08:00,10.2,312,#N/A,#N/A,318,57,235,2,0,#N/A,888,204,61,25
29468,06.11.19 10:00,10.2,310,#N/A,#N/A,316,56,235,2,0,#N/A,884,202,61,25
29469,06.11.19 12:00,10.2,311,#N/A,#N/A,317,56,235,2,0,#N/A,884,202,61,25
29470,06.11.19 14:00,10.2,307,#N/A,#N/A,313,55,234,2,0,#N/A,884,202,61,25
29471,06.11.19 16:00,10.2,288,#N/A,#N/A,301,51,232,2,0,#N/A,881,190,60,26
29472,06.11.19 18:00,10.2,270,#N/A,#N/A,289,47,231,2,0,#N/A,874,180,60,26
29473,06.11.19 20:00,10.2,316,#N/A,#N/A,296,51,231,2,0,#N/A,884,208,61,25
29474,06.11.19 22:00,10.2,301,#N/A,#N/A,308,51,231,2,0,#N/A,884,200,61,25
29475,06.12.19 00:00,10.2,287,#N/A,#N/A,299,51,231,2,0,#N/A,878,197,58,25
29476,06.12.19 02:00,10.2,288,#N/A,#N/A,297,48,230,2,0,#N/A,874,193,59,25
29477,06.12.19 04:00,10.2,342,#N/A,#N/A,325,58,234,2,0,#N/A,891,223,60,25
29478,06.12.19 06:00,10.2,331,#N/A,#N/A,338,59,235,2,0,#N/A,891,217,59,25
29479,06.12.19 08:00,10.2,323,#N/A,#N/A,331,58,235,2,0,#N/A,891,212,59,25
29480,06.12.19 10:00,10.2,316,#N/A,#N/A,324,57,235,2,0,#N/A,891,208,59,25
29481,06.12.19 12:00,10.2,300,#N/A,#N/A,310,54,233,2,0,#N/A,884,198,58,25
29482,06.12.19 14:00,10.2,294,#N/A,#N/A,301,50,232,2,0,#N/A,881,192,58,25
29483,06.12.19 16:00,10.2,287,#N/A,#N/A,298,49,231,2,0,#N/A,881,190,58,25
29484,06.12.19 18:00,10.2,285,#N/A,#N/A,291,47,230,2,0,#N/A,874,188,58,25
29485,06.12.19 20:00,10.2,301,#N/A,#N/A,307,51,231,2,0,#N/A,884,198,58,25
29486,06.12.19 22:00,10.2,306,#N/A,#N/A,312,52,231,2,0,#N/A,884,202,59,25
29487,6.13.19 0:00,10.2,295,#N/A,#N/A,304,50,231,2,0,#N/A,881,195,58,25
29488,6.13.19 2:00,10.2,297,#N/A,#N/A,301,49,230,2,0,#N/A,878,195,58,24
29489,6.13.19 4:00,10.2,291,#N/A,#N/A,297,48,229,2,0,#N/A,874,192,58,25
29490,6.13.19 6:00,10.2,286,#N/A,#N/A,293,46,228,2,0,#N/A,871,189,58,25
29491,6.13.19 8:00,10.2,276,#N/A,#N/A,285,44,227,2,0,#N/A,867,182,58,25
29492,6.13.19 10:00,10.2,320,#N/A,#N/A,298,49,227,2,0,#N/A,881,210,59,24
29493,6.13.19 12:00,10.2,304,#N/A,#N/A,310,50,229,2,0,#N/A,881,200,59,24
29494,6.13.19 14:00,10.2,291,#N/A,#N/A,302,49,229,2,0,#N/A,881,198,58,25
29495,6.13.19 16:00,10.2,284,#N/A,#N/A,293,45,228,2,0,#N/A,871,188,58,25
29496,6.13.19 18:00,10.2,272,#N/A,#N/A,285,43,227,2,0,#N/A,867,182,58,25
29497,6.13.19 20:00,10.2,277,#N/A,#N/A,282,43,226,2,0,#N/A,864,183,58,25
29498,6.13.19 22:00,10.2,286,#N/A,#N/A,289,45,226,2,0,#N/A,867,190,58,24
29499,6.14.19 0:00,10.2,283,#N/A,#N/A,288,44,226,2,0,#N/A,867,189,55,24
29500,6.14.19 2:00,10.2,277,#N/A,#N/A,285,45,226,2,0,#N/A,867,185,49,22
29501,6.14.19 4:00,10.2,274,#N/A,#N/A,283,44,224,2,0,#N/A,864,182,49,22
29502,6.14.19 6:00,10.2,263,#N/A,#N/A,272,42,224,2,0,#N/A,857,170,52,23
29503,6.14.19 8:00,10.2,289,#N/A,#N/A,288,46,225,2,0,#N/A,867,182,56,24
29504,6.14.19 10:00,10.2,275,#N/A,#N/A,290,45,225,2,0,#N/A,867,182,57,24
29505,6.14.19 12:00,10.2,275,#N/A,#N/A,280,43,224,2,0,#N/A,861,182,57,25
29506,6.14.19 14:00,10.2,298,#N/A,#N/A,281,44,224,2,0,#N/A,861,176,57,24
29507,6.14.19 16:00,10.2,268,#N/A,#N/A,283,43,224,2,0,#N/A,864,179,57,25
29508,6.14.19 18:00,10.2,269,#N/A,#N/A,278,42,223,2,0,#N/A,861,179,57,25
29509,6.14.19 20:00,10.2,292,#N/A,#N/A,281,45,224,2,0,#N/A,861,186,57,25
29510,6.14.19 22:00,10.2,274,#N/A,#N/A,283,44,224,2,0,#N/A,861,182,57,24
29511,6.15.19 0:00,10.2,285,#N/A,#N/A,284,45,224,2,0,#N/A,861,187,58,24
29512,6.15.19 2:00,10.2,271,#N/A,#N/A,279,43,223,2,0,#N/A,861,178,57,24
29513,6.15.19 4:00,10.2,250,#N/A,#N/A,269,41,222,2,0,#N/A,854,167,57,24
29514,6.15.19 6:00,10.2,275,#N/A,#N/A,271,44,222,2,0,#N/A,857,186,58,24
29515,6.15.19 8:00,10.2,235,#N/A,#N/A,260,40,220,2,0,#N/A,847,152,57,24
29516,6.15.19 10:00,10.2,272,#N/A,#N/A,260,43,220,2,0,#N/A,850,180,58,24
29517,6.15.19 12:00,10.2,258,#N/A,#N/A,266,44,220,2,0,#N/A,854,172,57,24
29518,6.15.19 14:00,10.2,236,#N/A,#N/A,255,42,219,2,0,#N/A,840,155,57,24
29519,6.15.19 16:00,10.2,311,#N/A,#N/A,284,49,223,2,0,#N/A,864,202,60,24
29520,6.15.19 18:00,10.2,278,#N/A,#N/A,282,49,224,2,0,#N/A,864,186,59,24
29521,6.15.19 20:00,10.2,259,#N/A,#N/A,278,46,223,2,0,#N/A,857,178,59,24
29522,6.15.19 22:00,10.2,281,#N/A,#N/A,282,47,223,2,0,#N/A,861,188,59,24
29523,6.16.19 0:00,10.2,237,#N/A,#N/A,268,43,221,2,0,#N/A,850,162,58,25
29524,6.16.19 2:00,10.2,286,#N/A,#N/A,273,46,222,2,0,#N/A,857,190,59,24
29525,6.16.19 4:00,10.2,264,#N/A,#N/A,270,44,221,2,0,#N/A,850,168,59,24
29526,6.16.19 6:00,10.2,314,#N/A,#N/A,285,49,223,2,0,#N/A,867,207,60,24
29527,6.16.19 8:00,10.2,275,#N/A,#N/A,290,49,224,2,0,#N/A,861,182,59,24
29528,6.16.19 10:00,10.2,283,#N/A,#N/A,293,48,224,2,0,#N/A,861,186,60,24
29529,6.16.19 12:00,10.2,306,#N/A,#N/A,305,52,226,2,0,#N/A,871,202,60,24
29530,6.16.19 14:00,10.2,293,#N/A,#N/A,303,51,226,2,0,#N/A,871,198,60,24
29531,6.16.19 16:00,10.2,272,#N/A,#N/A,290,48,225,2,0,#N/A,864,188,59,25
29532,6.16.19 18:00,10.2,270,#N/A,#N/A,276,46,224,2,0,#N/A,857,178,59,25
29533,6.16.19 20:00,10.2,291,#N/A,#N/A,293,49,225,2,0,#N/A,864,194,60,24
29534,6.16.19 22:00,10.2,273,#N/A,#N/A,285,47,224,2,0,#N/A,864,180,59,25
29535,6.17.19 0:00,10.2,321,#N/A,#N/A,280,48,223,2,0,#N/A,864,200,60,24
29536,6.17.19 2:00,10.2,314,#N/A,#N/A,303,52,227,2,0,#N/A,871,206,60,24
29537,6.17.19 4:00,10.2,303,#N/A,#N/A,313,54,228,2,0,#N/A,871,201,60,24
29538,6.17.19 6:00,10.2,300,#N/A,#N/A,301,52,227,2,0,#N/A,867,195,60,24
29539,6.17.19 8:00,10.2,305,#N/A,#N/A,311,53,228,2,0,#N/A,871,200,60,24
29540,6.17.19 10:00,10.2,308,#N/A,#N/A,312,54,228,2,0,#N/A,871,200,60,24
29541,6.17.19 12:00,10.2,301,#N/A,#N/A,309,54,228,2,0,#N/A,871,198,60,24
29542,6.17.19 14:00,10.2,273,#N/A,#N/A,292,49,226,2,0,#N/A,864,180,59,25
29543,6.17.19 16:00,10.2,255,#N/A,#N/A,275,45,225,2,0,#N/A,857,170,59,25
29544,6.17.19 18:00,10.2,270,#N/A,#N/A,274,45,224,2,0,#N/A,857,180,59,25
29545,6.17.19 20:00,10.2,258,#N/A,#N/A,263,42,222,2,0,#N/A,854,166,59,25
29546,6.17.19 22:00,10.2,253,#N/A,#N/A,259,41,221,2,0,#N/A,850,168,59,25
29547,6.18.19 0:00,10.2,252,#N/A,#N/A,261,41,220,2,0,#N/A,850,168,59,25
29548,6.18.19 2:00,10.2,255,#N/A,#N/A,251,41,219,2,0,#N/A,844,170,59,25
29549,6.18.19 4:00,10.2,273,#N/A,#N/A,232,41,219,2,0,#N/A,844,184,59,24
29550,6.18.19 6:00,10.2,266,#N/A,#N/A,207,40,219,2,0,#N/A,844,178,59,24
29551,6.18.19 8:00,10.2,262,#N/A,#N/A,226,43,220,2,0,#N/A,844,174,59,24
29552,6.18.19 10:00,10.2,250,#N/A,#N/A,246,43,220,2,0,#N/A,847,165,60,25
29553,6.18.19 12:00,10.2,285,#N/A,#N/A,227,44,221,2,0,#N/A,850,186,61,24
29554,6.18.19 14:00,10.2,285,#N/A,#N/A,206,42,221,2,0,#N/A,850,180,60,25
29555,6.18.19 16:00,10.2,277,#N/A,#N/A,233,45,223,2,0,#N/A,857,184,60,25
29556,6.18.19 18:00,10.2,273,#N/A,#N/A,250,46,223,2,0,#N/A,857,180,60,26
29557,6.18.19 20:00,10.2,288,#N/A,#N/A,263,48,223,2,0,#N/A,861,190,60,25
29558,6.18.19 22:00,10.2,276,#N/A,#N/A,242,45,223,2,0,#N/A,857,184,60,25
29559,6.19.19 0:00,10.2,301,#N/A,#N/A,220,44,222,2,0,#N/A,857,198,61,25
29560,6.19.19 2:00,10.2,283,#N/A,#N/A,225,46,223,2,0,#N/A,854,188,60,24
29561,6.19.19 4:00,10.2,266,#N/A,#N/A,245,46,224,2,0,#N/A,854,176,60,24
29562,6.19.19 6:00,10.2,243,#N/A,#N/A,236,42,221,2,0,#N/A,847,161,59,25
29563,6.19.19 8:00,10.2,233,#N/A,#N/A,203,39,218,2,0,#N/A,837,155,59,25
29564,6.19.19 10:00,10.2,253,#N/A,#N/A,213,42,218,2,0,#N/A,840,168,59,25
29565,6.19.19 12:00,10.2,272,#N/A,#N/A,229,43,219,2,0,#N/A,844,180,60,25
29566,6.19.19 14:00,10.2,262,#N/A,#N/A,243,44,219,2,0,#N/A,844,172,60,25
29567,6.19.19 16:00,10.2,255,#N/A,#N/A,195,40,217,2,0,#N/A,844,170,59,25
29568,6.19.19 18:00,10.2,280,#N/A,#N/A,218,44,220,2,0,#N/A,850,192,60,23
29569,6.19.19 20:00,10.2,283,#N/A,#N/A,242,46,221,2,0,#N/A,854,187,60,24
29570,6.19.19 22:00,10.2,271,#N/A,#N/A,232,45,221,2,0,#N/A,854,181,60,25
29571,6.20.19 0:00,10.2,265,#N/A,#N/A,208,42,219,2,0,#N/A,847,176,60,25
29572,6.20.19 2:00,10.2,264,#N/A,#N/A,212,44,220,2,0,#N/A,844,175,59,24
29573,6.20.19 4:00,10.2,334,#N/A,#N/A,244,50,224,2,0,#N/A,861,218,61,24
29574,6.20.19 6:00,10.2,324,#N/A,#N/A,231,50,225,2,0,#N/A,867,211,61,24
29575,6.20.19 8:00,10.2,317,#N/A,#N/A,215,49,226,2,0,#N/A,867,208,61,24
29576,6.20.19 10:00,10.2,301,#N/A,#N/A,201,47,225,2,0,#N/A,864,198,61,24
29577,6.20.19 12:00,10.2,267,#N/A,#N/A,216,48,225,2,0,#N/A,857,178,60,25
29578,6.20.19 14:00,10.2,340,#N/A,#N/A,250,53,227,2,0,#N/A,878,220,62,25
29579,6.20.19 16:00,10.2,325,#N/A,#N/A,265,57,230,2,0,#N/A,881,212,62,25
29580,6.20.19 18:00,10.2,309,#N/A,#N/A,280,56,230,2,0,#N/A,878,202,61,25
29581,6.20.19 20:00,10.2,323,#N/A,#N/A,260,54,229,2,0,#N/A,874,209,62,25
29582,6.20.19 22:00,10.2,303,#N/A,#N/A,247,52,229,2,0,#N/A,874,201,61,25
29583,6.21.19 0:00,10.2,279,#N/A,#N/A,241,51,228,2,0,#N/A,867,191,60,25
29584,6.21.19 2:00,10.2,296,#N/A,#N/A,261,54,230,2,0,#N/A,871,199,61,25
29585,6.21.19 4:00,10.2,287,#N/A,#N/A,262,52,229,2,0,#N/A,864,188,60,25
29586,6.21.19 6:00,10.2,255,#N/A,#N/A,245,47,225,2,0,#N/A,857,170,60,25
29587,6.21.19 8:00,10.2,261,#N/A,#N/A,214,43,223,2,0,#N/A,850,168,60,25
29588,6.21.19 10:00,10.2,#N/A,#N/A,#N/A,253,35,254,2,0,#N/A,816,#N/A,#N/A,27
29589,6.21.19 12:00,10.2,#N/A,#N/A,#N/A,335,31,184,2,0,#N/A,830,#N/A,#N/A,28
29590,6.21.19 14:00,10.2,#N/A,#N/A,#N/A,391,30,172,2,0,#N/A,830,#N/A,#N/A,28
29591,6.21.19 16:00,10.2,#N/A,#N/A,#N/A,349,28,162,2,0,#N/A,830,#N/A,#N/A,29
29592,6.21.19 18:00,10.2,#N/A,#N/A,#N/A,350,27,153,2,0,#N/A,823,#N/A,#N/A,29
29593,6.21.19 20:00,10.2,#N/A,#N/A,#N/A,372,28,148,2,0,#N/A,830,#N/A,#N/A,28
29594,6.21.19 22:00,10.2,#N/A,#N/A,#N/A,332,29,149,2,0,#N/A,867,#N/A,#N/A,28
29595,6.22.19 0:00,10.2,#N/A,#N/A,#N/A,307,29,150,2,0,#N/A,874,#N/A,#N/A,28
29596,6.22.19 2:00,10.2,#N/A,#N/A,#N/A,337,30,152,2,0,#N/A,881,#N/A,#N/A,28
29597,6.22.19 4:00,10.2,#N/A,#N/A,#N/A,298,30,152,2,0,#N/A,884,#N/A,#N/A,28
29598,6.22.19 6:00,10.2,#N/A,#N/A,#N/A,312,31,153,2,0,#N/A,888,#N/A,#N/A,28
29599,6.22.19 8:00,10.2,#N/A,#N/A,#N/A,323,31,154,2,0,#N/A,888,#N/A,#N/A,28
29600,6.22.19 10:00,10.2,#N/A,#N/A,#N/A,318,31,154,2,0,#N/A,888,#N/A,#N/A,27
29601,6.22.19 12:00,10.2,#N/A,#N/A,#N/A,330,31,154,2,0,#N/A,888,#N/A,#N/A,27
29602,6.22.19 14:00,10.2,#N/A,#N/A,#N/A,321,29,154,2,0,#N/A,878,#N/A,#N/A,28
29603,6.22.19 16:00,10.2,#N/A,#N/A,#N/A,305,30,152,2,0,#N/A,874,#N/A,#N/A,28
29604,6.22.19 18:00,10.2,#N/A,#N/A,#N/A,264,29,152,2,0,#N/A,874,#N/A,#N/A,28
29605,6.22.19 20:00,10.2,#N/A,#N/A,#N/A,234,29,152,2,0,#N/A,874,#N/A,#N/A,28
