U1_16RowNumber,Date,Dchoke (mm),WHP (atm),DHGP (atm),DHGP (psi),A-annulus Pres (atm),7x10 Annulus Pressure (atm),10x13 Annulus Pressure (atm),13x18 Annulus Pressure (atm),18x24 Annulus Pressure (atm),24x28 Annulus Pressure (atm),SSSV Pressure (atm), I-II Choke Pressure  (atm), II-III Choke Pressure  (atm),III Choke Pressure (atm),DHGT (Celcius),III pille Temperature (Celcius)
13901,6.16.22 12:00 PM,#N/A,477,640,9400,42,0,79,0,37,3,915,149,118,54.7,104,31
13902,6.16.22 2:00 PM,#N/A,477,640,9400,42,0,79,0,37,3,915,149,118,54.7,104,31
13903,6.16.22 4:00 PM,#N/A,477,640,9400,42,0,79,0,37,3,915,149,118,54.6,104,31
13904,6.16.22 6:00 PM,#N/A,477,640,9400,42,0,79,0,37,3,915,149,118,54.9,104,31
13905,6.16.22 8:00 PM,#N/A,477,640,9400,42,0,79,0,38,3,915,149,118,55.1,104,31
13906,6.16.22 10:00 PM,#N/A,477,640,9400,42,0,79,0,38,3,915,149,118,55.2,104,30
13907,6.17.22 12:00 AM,#N/A,476,640,9400,42,0,79,0,38,3,915,149,118,55.3,104,29
13908,6.17.22 2:00 AM,#N/A,476,640,9399,42,0,79,0,38,3,915,149,118,55.3,104,30
13909,6.17.22 4:00 AM,#N/A,476,640,9399,42,0,79,0,38,3,915,149,118,55.5,104,31
13910,6.17.22 6:00 AM,#N/A,476,640,9399,42,0,79,0,38,3,915,149,118,55.8,104,31
13911,6.17.22 8:00 AM,#N/A,476,640,9399,42,0,79,0,38,3,915,149,118,56,104,31
13912,6.17.22 10:00 AM,#N/A,476,640,9399,42,0,79,0,38,3,915,149,118,55.9,104,31
13913,6.17.22 12:00 PM,#N/A,476,639,9398,42,0,79,0,38,3,915,149,118,55.9,104,31
13914,6.17.22 2:00 PM,#N/A,476,639,9398,42,0,79,0,38,3,915,149,118,55.8,104,31
13915,6.17.22 4:00 PM,#N/A,476,639,9398,42,0,79,0,38,3,915,149,118,56.5,104,31
13916,6.17.22 6:00 PM,#N/A,476,639,9398,42,0,79,0,38,3,915,149,118,56.1,104,32
13917,6.17.22 8:00 PM,#N/A,476,639,9398,42,0,79,0,38,3,912,149,118,55.8,104,33
13918,6.17.22 10:00 PM,#N/A,476,639,9398,42,0,79,0,38,3,912,149,118,55.7,104,32
13919,6.18.22 12:00 AM,#N/A,476,639,9398,42,0,79,0,38,3,908,149,118,55.6,104,30
13920,6.18.22 2:00 AM,#N/A,476,639,9398,42,0,79,0,38,3,908,149,118,55.5,104,29
13921,6.18.22 4:00 AM,#N/A,476,639,9398,42,0,79,0,38,3,908,149,118,55.7,104,28
13922,6.18.22 6:00 AM,#N/A,476,639,9398,42,0,79,0,38,3,908,149,118,55.8,104,29
13923,6.18.22 8:00 AM,#N/A,476,639,9398,42,0,79,0,38,3,908,149,118,56,104,29
13924,6.18.22 10:00 AM,#N/A,476,639,9397,42,0,79,0,38,3,908,149,118,55.8,104,29
13925,6.18.22 12:00 PM,#N/A,476,639,9393,42,0,79,0,38,3,908,131,100,55.4,104,31
13926,6.18.22 2:00 PM,#N/A,476,639,9393,42,0,79,0,38,3,908,131,100,55.4,104,31
13927,6.18.22 4:00 PM,#N/A,476,639,9391,42,0,79,0,38,3,908,131,100,55.7,104,31
13928,6.18.22 6:00 PM,#N/A,476,639,9391,42,0,79,0,38,3,908,131,100,55.4,104,33
13929,6.18.22 8:00 PM,#N/A,476,639,9390,42,0,79,0,38,3,908,131,100,55.3,104,33
13930,6.18.22 10:00 PM,#N/A,476,639,9390,42,0,79,0,38,3,905,131,100,55.4,104,33
13931,6.19.22 12:00 AM,#N/A,476,639,9390,42,0,79,0,38,3,905,131,100,55.4,104,33
13932,6.19.22 2:00 AM,#N/A,476,639,9389,42,0,80,0,38,3,905,131,100,55.3,104,33
13933,6.19.22 4:00 AM,#N/A,476,639,9389,42,0,80,0,38,3,905,131,100,55.4,104,34
13934,6.19.22 6:00 AM,#N/A,476,639,9389,43,0,80,0,38,3,905,131,100,55.7,104,34
13935,6.19.22 8:00 AM,#N/A,476,639,9389,43,0,80,0,38,3,905,131,100,55.8,104,34
13936,6.19.22 10:00 AM,#N/A,476,639,9388,43,0,80,0,38,3,905,132,101,55.8,104,34
13937,6.19.22 12:00 PM,#N/A,476,639,9388,43,0,80,0,38,3,905,132,101,55.6,104,34
13938,6.19.22 2:00 PM,#N/A,476,639,9388,43,0,80,0,38,3,905,132,101,55.5,104,34
13939,6.19.22 4:00 PM,#N/A,476,639,9388,43,0,80,0,38,3,905,132,101,55.5,104,34
13940,6.19.22 6:00 PM,#N/A,476,639,9387,43,0,80,0,38,3,905,132,101,55.5,104,35
13941,6.19.22 8:00 PM,#N/A,476,639,9387,43,0,80,0,38,3,905,132,101,55.5,104,35
13942,6.19.22 10:00 PM,#N/A,476,639,9387,43,0,80,0,38,3,905,132,101,55.5,104,35
13943,6.20.22 12:00 AM,#N/A,476,639,9387,43,0,80,0,38,3,905,132,101,55.5,104,35
13944,6.20.22 2:00 AM,#N/A,476,639,9387,43,0,80,0,38,3,905,132,101,55.6,104,33
13945,6.20.22 4:00 AM,#N/A,475,639,9386,43,0,80,0,38,3,905,132,101,55.8,104,33
13946,6.20.22 6:00 AM,#N/A,475,639,9386,43,0,80,0,38,3,905,132,101,56,104,34
13947,6.20.22 8:00 AM,#N/A,475,639,9386,43,0,80,0,38,3,905,132,101,56.1,104,34
13948,6.20.22 10:00 AM,#N/A,475,639,9386,43,0,80,0,38,3,905,132,101,56.1,104,34
13949,6.20.22 12:00 PM,#N/A,475,639,9386,43,0,80,0,38,3,905,132,101,55.9,104,34
13950,6.20.22 2:00 PM,#N/A,475,639,9385,43,0,80,0,38,3,905,132,101,55.7,104,34
13951,6.20.22 4:00 PM,#N/A,475,639,9385,43,0,80,0,38,3,905,132,101,55.6,104,34
13952,6.20.22 6:00 PM,#N/A,475,639,9385,43,0,80,0,38,3,905,132,101,55.6,104,34
13953,6.20.22 8:00 PM,#N/A,475,639,9385,43,0,80,0,38,3,905,132,101,55.5,104,35
13954,6.20.22 10:00 PM,#N/A,475,639,9384,43,0,80,0,38,3,905,132,101,55.4,104,34
13955,6.21.22 12:00 AM,#N/A,475,639,9384,43,0,80,0,38,3,905,132,101,55.4,104,34
13956,6.21.22 2:00 AM,#N/A,475,639,9384,43,0,80,0,38,3,905,132,101,55.4,104,34
13957,6.21.22 4:00 AM,#N/A,475,639,9384,43,0,80,0,38,3,901,132,101,55.6,104,34
13958,6.21.22 6:00 AM,#N/A,475,639,9384,43,0,80,0,38,3,901,132,101,55.8,104,34
13959,6.21.22 8:00 AM,#N/A,475,639,9384,43,0,80,0,38,3,901,132,101,56.1,104,34
13960,6.21.22 10:00 AM,#N/A,475,638,9383,43,0,80,0,38,3,901,132,101,56,104,34
13961,6.21.22 12:00 PM,#N/A,465,629,9244,45,0,82,0,38,3,901,153,118,53.1,104,34
13962,6.21.22 2:00 PM,#N/A,450,618,9087,48,0,84,0,38,3,905,182,139,53.9,104,35
13963,6.21.22 4:00 PM,#N/A,441,612,8994,52,0,87,0,38,3,915,197,149,55.6,104,35
13964,6.21.22 6:00 PM,#N/A,441,611,8986,54,0,89,0,39,4,922,197,149,55.8,104,38
13965,6.21.22 8:00 PM,#N/A,441,611,8980,55,0,91,0,39,4,922,197,149,56,105,38
13966,6.21.22 10:00 PM,#N/A,440,611,8975,56,0,92,0,40,4,922,197,149,56.1,105,38
13967,6.22.22 12:00 AM,#N/A,440,610,8971,57,0,93,0,40,4,925,197,149,56.2,105,39
13968,6.22.22 2:00 AM,#N/A,440,610,8968,57,0,93,0,41,4,925,197,149,56.3,105,39
13969,6.22.22 4:00 AM,#N/A,440,610,8966,58,0,94,0,41,4,925,197,149,56.4,105,38
13970,6.22.22 6:00 AM,#N/A,440,610,8964,58,0,94,0,41,4,925,197,149,56.6,105,38
13971,6.22.22 8:00 AM,#N/A,440,610,8962,59,0,94,0,41,4,925,197,149,56.6,105,38
13972,6.22.22 10:00 AM,#N/A,440,610,8960,59,0,94,0,41,4,925,197,149,56.3,105,38
13973,6.22.22 12:00 PM,#N/A,440,610,8959,59,0,94,0,41,4,925,197,149,54.7,105,38
13974,6.22.22 2:00 PM,#N/A,440,609,8957,59,0,95,0,41,4,925,197,149,54.7,105,38
13975,6.22.22 4:00 PM,#N/A,440,609,8955,59,0,95,0,41,4,925,197,149,54.7,105,38
13976,6.22.22 6:00 PM,#N/A,440,609,8954,59,0,95,0,41,4,925,197,149,54.6,105,38
13977,6.22.22 8:00 PM,#N/A,439,609,8953,59,0,95,0,41,4,929,197,149,54.5,105,37
13978,6.22.22 10:00 PM,#N/A,439,609,8953,59,0,95,0,42,4,929,197,149,54.5,105,37
13979,6.23.22 12:00 AM,#N/A,439,609,8952,59,0,95,0,42,4,929,197,149,54.5,105,36
13980,6.23.22 2:00 AM,#N/A,439,609,8950,59,0,96,0,42,4,929,197,149,54.7,105,36
13981,6.23.22 4:00 AM,#N/A,439,609,8949,59,0,96,0,43,4,929,197,149,54.8,105,36
13982,6.23.22 6:00 AM,#N/A,439,609,8948,59,0,96,0,43,4,929,197,149,55,105,36
13983,6.23.22 8:00 AM,#N/A,439,609,8947,59,0,96,0,43,4,929,197,149,55.1,105,36
13984,6.23.22 10:00 AM,#N/A,439,609,8945,59,0,96,0,43,4,929,197,149,55.1,105,36
13985,6.23.22 12:00 PM,#N/A,439,609,8944,59,0,96,0,43,4,929,197,149,55.6,105,36
13986,6.23.22 2:00 PM,#N/A,439,609,8943,59,0,96,0,43,4,929,197,149,55.7,105,36
13987,6.23.22 4:00 PM,#N/A,439,608,8942,60,0,96,0,43,4,929,197,149,55.7,105,36
13988,6.23.22 6:00 PM,#N/A,439,608,8941,60,0,96,0,43,4,929,197,149,55.6,105,36
13989,6.23.22 8:00 PM,#N/A,439,608,8940,60,0,96,0,43,4,929,197,149,55.5,105,38
13990,6.23.22 10:00 PM,#N/A,438,608,8939,59,0,96,0,44,4,929,197,149,55.4,105,38
13991,6.24.22 12:00 AM,#N/A,438,608,8938,59,0,97,0,44,4,929,197,149,55.2,105,38
13992,6.24.22 2:00 AM,#N/A,438,608,8938,59,0,97,0,44,4,929,197,149,55.1,105,38
13993,6.24.22 4:00 AM,#N/A,438,608,8937,59,0,97,0,44,4,929,197,149,55,105,37
13994,6.24.22 6:00 AM,#N/A,438,608,8937,59,0,97,0,44,4,925,197,149,55.1,105,37
13995,6.24.22 8:00 AM,#N/A,438,608,8936,59,0,97,0,44,4,925,197,149,55.2,105,37
13996,6.24.22 10:00 AM,#N/A,438,608,8935,59,0,97,0,44,4,925,197,149,55.1,105,37
13997,6.24.22 12:00 PM,#N/A,438,608,8935,59,0,97,0,44,4,925,197,149,55,105,37
13998,6.24.22 2:00 PM,#N/A,438,608,8934,59,0,97,0,44,4,925,197,149,54.9,105,38
13999,6.24.22 4:00 PM,#N/A,438,608,8933,59,0,97,0,44,4,925,197,149,55,105,38
14000,6.24.22 6:00 PM,#N/A,438,608,8933,59,0,97,0,44,4,925,197,149,55,105,38
14001,6.24.22 8:00 PM,#N/A,438,608,8932,59,0,97,0,44,4,925,197,149,55,105,38
14002,6.24.22 10:00 PM,#N/A,438,608,8931,59,0,97,0,45,4,925,197,149,55,105,38
14003,6.25.22 12:00 AM,#N/A,438,608,8931,59,0,97,0,45,4,925,197,149,55,105,38
14004,6.25.22 2:00 AM,#N/A,438,608,8931,59,0,97,0,45,4,925,197,149,55,105,38
14005,6.25.22 4:00 AM,#N/A,438,608,8930,59,0,97,0,45,4,925,197,149,55.1,105,38
14006,6.25.22 6:00 AM,#N/A,438,608,8929,59,0,97,0,45,4,925,197,149,55.3,105,38
14007,6.25.22 8:00 AM,#N/A,438,608,8928,59,0,97,0,45,4,925,197,149,55.4,105,38
14008,6.25.22 10:00 AM,#N/A,438,607,8927,59,0,97,0,45,4,925,197,149,55.4,105,38
14009,6.25.22 12:00 PM,#N/A,438,607,8927,59,0,97,0,45,4,925,197,149,55.3,105,38
14010,6.25.22 2:00 PM,#N/A,438,607,8926,59,0,97,0,45,4,925,197,149,55.2,105,38
14011,6.25.22 4:00 PM,#N/A,438,607,8927,59,0,97,0,45,4,925,197,149,55.2,105,38
14012,6.25.22 6:00 PM,#N/A,438,608,8929,60,0,97,0,45,4,925,197,149,55.2,105,38
14013,6.25.22 8:00 PM,#N/A,438,608,8929,60,0,97,0,45,4,925,197,149,55.2,105,38
14014,6.25.22 10:00 PM,#N/A,438,608,8929,60,0,97,0,46,4,925,197,149,55.2,105,38
14015,6.26.22 12:00 AM,#N/A,438,608,8928,60,0,97,0,46,4,925,197,149,55.2,105,38
14016,6.26.22 2:00 AM,#N/A,438,608,8928,60,0,97,0,46,4,922,197,149,55.2,105,37
14017,6.26.22 4:00 AM,#N/A,438,608,8929,60,0,97,0,46,4,922,197,149,55.3,105,37
14018,6.26.22 6:00 AM,#N/A,438,608,8928,60,0,97,0,46,4,922,197,149,55.5,105,37
14019,6.26.22 8:00 AM,#N/A,438,607,8926,60,0,97,0,46,4,918,197,149,55.6,105,37
14020,6.26.22 10:00 AM,#N/A,438,607,8926,60,0,97,0,46,4,918,197,149,55.7,105,36
14021,6.26.22 12:00 PM,#N/A,437,607,8924,60,0,97,0,46,4,918,197,149,55.5,105,36
14022,6.26.22 2:00 PM,#N/A,437,607,8923,60,0,97,0,46,4,922,197,149,55.5,105,37
14023,6.26.22 4:00 PM,#N/A,437,607,8921,60,0,97,0,46,4,922,197,149,55.5,105,37
14024,6.26.22 6:00 PM,#N/A,437,607,8920,60,0,97,0,46,4,922,197,149,55.5,105,37
14025,6.26.22 8:00 PM,#N/A,437,607,8920,60,0,97,0,46,4,922,197,149,55.5,105,37
14026,6.26.22 10:00 PM,#N/A,437,607,8919,60,0,97,0,46,4,922,197,149,55.5,105,37
14027,6.27.22 12:00 AM,#N/A,437,607,8918,60,0,97,0,46,4,922,197,149,55.6,105,37
14028,6.27.22 2:00 AM,#N/A,437,607,8918,60,0,97,0,46,4,922,197,149,55.5,105,37
14029,6.27.22 4:00 AM,#N/A,437,607,8917,60,0,97,0,46,4,922,197,149,55.6,105,37
14030,6.27.22 6:00 AM,#N/A,437,607,8917,60,0,97,0,46,4,922,197,149,55.7,105,37
14031,6.27.22 8:00 AM,#N/A,437,607,8916,60,0,97,0,46,4,918,197,149,55.7,105,36
14032,6.27.22 10:00 AM,#N/A,437,607,8915,60,0,97,0,46,4,918,197,149,55.9,105,36
14033,6.27.22 12:00 PM,#N/A,437,607,8915,60,0,97,0,46,4,922,197,149,55.7,105,36
14034,6.27.22 2:00 PM,#N/A,437,607,8914,60,0,97,0,46,4,922,197,149,55.5,105,37
14035,6.27.22 4:00 PM,#N/A,437,607,8914,60,0,97,0,46,4,922,197,149,55.4,105,37
14036,6.27.22 6:00 PM,#N/A,437,607,8914,60,0,97,0,46,4,922,197,149,55.4,105,37
14037,6.27.22 8:00 PM,#N/A,437,606,8913,60,0,97,0,46,4,922,197,149,55.4,105,37
14038,6.27.22 10:00 PM,#N/A,437,606,8912,60,0,97,0,46,4,918,197,149,55.4,105,37
14039,6.28.22 12:00 AM,#N/A,437,606,8912,60,0,97,0,46,4,918,197,149,55.4,105,37
14040,6.28.22 2:00 AM,#N/A,437,606,8912,60,0,98,0,46,4,918,197,149,55.4,105,37
14041,6.28.22 4:00 AM,#N/A,437,606,8911,60,0,98,0,46,4,918,197,149,55.6,105,37
14042,6.28.22 6:00 AM,#N/A,437,606,8911,60,0,98,0,46,4,918,197,149,55.7,105,37
14043,6.28.22 8:00 AM,#N/A,437,606,8910,60,0,98,0,46,4,918,197,149,55.8,105,37
14044,6.28.22 10:00 AM,#N/A,436,606,8910,60,0,98,0,46,4,918,197,149,55.7,105,37
14045,6.28.22 12:00 PM,#N/A,436,606,8910,60,0,98,0,46,4,918,197,149,55.5,105,38
14046,6.28.22 2:00 PM,#N/A,436,606,8910,60,0,98,0,46,4,918,197,149,55.4,105,38
14047,6.28.22 4:00 PM,#N/A,436,606,8909,60,0,98,0,46,4,918,197,149,55.3,105,38
14048,6.28.22 6:00 PM,#N/A,436,606,8910,60,0,98,0,46,4,918,197,149,55.4,105,37
14049,6.28.22 8:00 PM,#N/A,436,606,8910,60,0,98,0,47,4,918,197,149,55.4,105,37
14050,6.28.22 10:00 PM,#N/A,436,606,8909,60,0,98,0,47,4,918,197,149,55.4,105,37
14051,6.29.22 12:00 AM,#N/A,436,606,8909,60,0,97,0,47,4,918,197,149,55.4,105,37
14052,6.29.22 2:00 AM,#N/A,436,606,8909,60,0,97,0,47,4,918,197,149,55.5,105,37
14053,6.29.22 4:00 AM,#N/A,436,606,8908,60,0,97,0,47,4,918,197,149,55.8,105,37
14054,6.29.22 6:00 AM,#N/A,436,606,8907,60,0,97,0,47,4,918,197,149,56,105,37
14055,6.29.22 8:00 AM,#N/A,436,606,8907,60,0,97,0,47,4,915,197,149,56,105,37
14056,6.29.22 10:00 AM,#N/A,436,606,8906,60,0,97,0,47,4,915,197,149,56,105,37
14057,6.29.22 12:00 PM,#N/A,436,606,8906,60,0,97,0,47,4,915,197,149,55.8,105,36
14058,6.29.22 2:00 PM,#N/A,436,606,8908,60,0,97,0,47,4,915,197,149,55.6,105,36
14059,6.29.22 4:00 PM,#N/A,436,606,8904,60,0,97,0,47,4,915,197,149,55.5,105,36
14060,6.29.22 6:00 PM,#N/A,436,606,8902,60,0,98,0,47,4,915,197,149,55.5,105,36
14061,6.29.22 8:00 PM,#N/A,436,606,8902,60,0,98,0,47,4,915,197,149,55.5,105,36
14062,6.29.22 10:00 PM,#N/A,436,606,8902,60,0,98,0,47,4,915,197,149,55.5,105,36
14063,6.30.22 12:00 AM,#N/A,436,606,8902,60,0,98,0,47,4,915,197,149,55.6,105,36
14064,6.30.22 2:00 AM,#N/A,436,606,8901,60,0,98,0,47,4,915,197,149,55.7,105,36
14065,6.30.22 4:00 AM,#N/A,436,606,8900,60,0,98,0,47,4,915,197,149,55.7,105,36
14066,6.30.22 6:00 AM,#N/A,436,606,8900,60,0,98,0,47,4,915,197,149,55.7,105,35
14067,6.30.22 8:00 AM,#N/A,436,606,8900,60,0,98,0,47,4,915,197,149,55.8,105,35
14068,6.30.22 10:00 AM,#N/A,436,606,8899,60,0,98,0,47,4,915,197,149,55.8,105,36
14069,6.30.22 12:00 PM,#N/A,436,606,8899,60,0,98,0,47,4,915,197,149,55.7,105,36
14070,6.30.22 2:00 PM,#N/A,436,605,8898,60,0,98,0,47,4,915,197,149,55.6,105,36
14071,6.30.22 4:00 PM,#N/A,436,605,8898,60,0,98,0,47,4,915,197,149,55.5,105,37
14072,6.30.22 6:00 PM,#N/A,436,606,8899,60,0,98,0,48,4,915,197,149,55.4,105,37
14073,6.30.22 8:00 PM,#N/A,436,606,8899,60,0,98,0,48,4,915,197,149,55.4,105,37
14074,6.30.22 10:00 PM,#N/A,436,606,8899,60,0,98,0,48,4,915,197,149,55.5,105,37
14075,07.01.22 00:00,#N/A,436,605,8897,60,0,98,0,48,4,912,197,149,55.6,105,37
14076,07.01.22 02:00,#N/A,436,605,8896,60,0,98,0,48,4,912,197,149,55.7,105,37
14077,07.01.22 04:00,#N/A,436,605,8896,60,0,98,0,48,4,912,197,149,55.8,105,37
14078,07.01.22 06:00,#N/A,436,605,8896,60,0,98,0,48,4,912,197,149,55.9,105,37
14079,07.01.22 08:00,#N/A,436,605,8896,60,0,98,0,48,4,912,197,149,55.9,105,36
14080,07.01.22 10:00,#N/A,435,605,8895,60,0,98,0,48,4,912,197,149,55.8,105,36
14081,07.01.22 12:00,#N/A,435,605,8894,60,0,98,0,48,4,912,197,149,55.7,105,37
14082,07.01.22 14:00,#N/A,435,605,8894,60,0,98,0,48,4,912,197,149,55.6,105,37
14083,07.01.22 16:00,#N/A,435,605,8893,60,0,98,0,48,4,912,197,149,55.5,105,37
14084,07.01.22 18:00,#N/A,435,605,8893,60,0,98,0,48,4,912,197,149,55.4,105,38
14085,07.01.22 20:00,#N/A,435,605,8893,60,0,98,0,48,4,912,197,149,55.4,105,38
14086,07.01.22 22:00,#N/A,435,605,8893,60,0,98,0,48,4,912,197,149,55.3,105,38
14087,07.02.22 00:00,#N/A,435,605,8892,60,0,98,0,48,4,912,197,149,55.3,105,38
14088,07.02.22 02:00,#N/A,435,605,8892,60,0,98,0,48,4,912,197,149,55.5,105,38
14089,07.02.22 04:00,#N/A,435,605,8892,60,0,98,0,48,4,912,197,149,55.7,105,38
14090,07.02.22 06:00,#N/A,435,605,8891,60,0,98,0,48,4,912,197,149,55.7,105,38
14091,07.02.22 08:00,#N/A,435,605,8891,60,0,98,0,48,4,912,197,149,55.8,105,37
14092,07.02.22 10:00,#N/A,435,605,8890,60,0,98,0,48,4,912,197,149,55.8,105,37
14093,07.02.22 12:00,#N/A,435,605,8890,60,0,98,0,48,4,912,197,149,55.8,105,37
14094,07.02.22 14:00,#N/A,435,605,8890,60,0,98,0,48,4,912,197,149,55.6,105,37
14095,07.02.22 16:00,#N/A,435,605,8889,60,0,99,0,48,4,912,197,149,55.5,105,38
14096,07.02.22 18:00,#N/A,435,605,8889,60,0,99,0,48,4,912,197,149,55.5,105,38
14097,07.02.22 20:00,#N/A,435,605,8889,60,0,99,0,48,4,912,197,149,55.4,105,37
14098,07.02.22 22:00,#N/A,435,605,8889,60,0,99,0,48,4,912,197,149,55.4,105,37
14099,07.03.22 00:00,#N/A,435,605,8889,60,0,99,0,48,4,912,197,149,55.4,105,37
14100,07.03.22 02:00,#N/A,435,605,8889,60,0,99,0,48,4,912,197,149,55.6,105,36
14101,07.03.22 04:00,#N/A,435,605,8888,60,0,98,0,48,4,912,197,149,55.6,105,36
14102,07.03.22 06:00,#N/A,435,605,8888,60,0,98,0,48,4,912,197,149,55.8,105,36
14103,07.03.22 08:00,#N/A,435,605,8888,60,0,98,0,48,4,912,197,149,55.8,105,36
14104,07.03.22 10:00,#N/A,435,605,8887,60,0,98,0,48,4,912,197,149,55.9,105,37
14105,07.03.22 12:00,#N/A,435,605,8886,60,0,98,0,48,4,912,197,149,55.8,105,37
14106,07.03.22 14:00,#N/A,435,605,8886,60,0,98,0,48,4,912,197,149,55.7,105,37
14107,07.03.22 16:00,#N/A,435,605,8885,60,0,98,0,48,4,912,197,149,55.7,105,37
14108,07.03.22 18:00,#N/A,435,605,8884,60,0,99,0,48,4,912,197,149,55.7,105,37
14109,07.03.22 20:00,#N/A,435,605,8884,60,0,99,0,48,4,912,197,149,55.7,105,37
14110,07.03.22 22:00,#N/A,435,605,8884,60,0,99,0,48,4,912,197,149,55.7,105,37
14111,07.04.22 00:00,#N/A,435,605,8884,60,0,99,0,48,4,912,197,149,55.7,105,37
14112,07.04.22 02:00,#N/A,435,605,8884,60,0,99,0,48,4,912,197,149,55.7,105,37
14113,07.04.22 04:00,#N/A,435,605,8884,61,0,99,0,48,4,912,197,149,55.8,105,37
14114,07.04.22 06:00,#N/A,435,604,8883,61,0,99,0,48,4,912,197,149,55.8,105,37
14115,07.04.22 08:00,#N/A,435,604,8883,61,0,99,0,48,4,912,197,149,55.9,105,37
14116,07.04.22 10:00,#N/A,435,604,8883,61,0,99,0,48,4,912,197,149,55.9,105,37
14117,07.04.22 12:00,#N/A,435,604,8882,61,0,99,0,48,4,912,197,149,55.8,105,37
14118,07.04.22 14:00,#N/A,435,604,8882,61,0,99,0,48,4,912,197,149,55.7,105,37
14119,07.04.22 16:00,#N/A,435,604,8882,61,0,99,0,48,4,912,197,149,55.7,105,37
14120,07.04.22 18:00,#N/A,435,604,8882,61,0,99,0,49,4,912,197,149,55.6,105,37
14121,07.04.22 20:00,#N/A,435,604,8881,61,0,99,0,49,4,912,197,149,55.6,105,37
14122,07.04.22 22:00,#N/A,435,604,8881,61,0,99,0,49,4,912,197,149,55.6,105,37
14123,07.05.22 00:00,#N/A,435,604,8881,61,0,99,0,49,4,912,197,149,55.5,105,37
14124,07.05.22 02:00,#N/A,434,604,8881,61,0,99,0,49,4,912,197,149,55.6,105,37
14125,07.05.22 04:00,#N/A,434,604,8881,61,0,99,0,49,4,912,197,149,55.9,105,37
14126,07.05.22 06:00,#N/A,434,604,8880,61,0,99,0,49,4,912,197,149,56,105,37
14127,07.05.22 08:00,#N/A,434,604,8880,61,0,99,0,49,4,912,197,149,56.1,105,37
14128,07.05.22 10:00,#N/A,434,604,8880,61,0,99,0,49,4,912,197,149,56,105,37
14129,07.05.22 12:00,#N/A,434,604,8879,61,0,99,0,49,4,912,197,149,55.9,105,37
14130,07.05.22 14:00,#N/A,434,604,8879,61,0,99,0,49,4,912,197,149,55.8,105,37
14131,07.05.22 16:00,#N/A,434,604,8879,61,0,99,0,49,4,912,197,149,55.8,105,37
14132,07.05.22 18:00,#N/A,434,604,8879,61,0,99,0,49,4,912,197,149,55.6,105,37
14133,07.05.22 20:00,#N/A,434,604,8879,61,0,99,0,49,4,912,197,149,55.5,105,37
14134,07.05.22 22:00,#N/A,434,604,8878,61,0,99,0,49,4,912,197,149,55.4,105,37
14135,07.06.22 00:00,#N/A,434,604,8878,61,0,100,0,49,4,912,197,149,55.3,105,37
14136,07.06.22 02:00,#N/A,434,604,8878,61,0,100,0,49,4,912,197,149,55.4,105,37
14137,07.06.22 04:00,#N/A,434,604,8878,61,0,99,0,49,4,912,197,149,55.6,105,37
14138,07.06.22 06:00,#N/A,434,604,8878,61,0,99,0,49,4,912,197,149,55.7,105,37
14139,07.06.22 08:00,#N/A,434,604,8878,61,0,99,0,49,4,912,197,149,55.9,105,37
14140,07.06.22 10:00,#N/A,434,604,8877,61,0,99,0,49,4,908,197,149,55.9,105,37
14141,07.06.22 12:00,#N/A,434,604,8876,61,0,99,0,49,4,908,197,149,54.3,105,37
14142,07.06.22 14:00,#N/A,434,604,8876,61,0,99,0,49,4,908,197,149,50.3,105,36
14143,07.06.22 16:00,#N/A,434,604,8876,61,0,99,0,49,4,908,197,149,48.5,105,35
14144,07.06.22 18:00,#N/A,434,604,8875,61,0,99,0,49,4,908,197,149,49.36,105,35
14145,07.06.22 20:00,#N/A,434,604,8875,61,0,99,0,49,4,908,197,149,49.6,105,35
14146,07.06.22 22:00,#N/A,444,611,8986,61,0,99,0,49,4,912,180,138,49.5,105,35
14147,07.07.22 00:00,#N/A,458,623,9153,59,0,97,0,49,4,905,154,118,50.2,105,35
14148,07.07.22 02:00,#N/A,470,632,9292,55,0,95,0,49,4,898,154,118,49.6,105,34
14149,07.07.22 04:00,#N/A,477,639,9385,50,0,91,0,49,4,898,117,90,49.5,105,33
14150,07.07.22 06:00,#N/A,478,639,9393,47,0,89,0,49,4,898,117,90,50.3,105,33
14151,07.07.22 08:00,#N/A,478,640,9399,45,0,86,0,49,4,884,117,90,50.2,105,32
14152,07.07.22 10:00,#N/A,478,640,9403,44,0,85,0,49,4,884,117,90,48.8,105,32
14153,07.07.22 12:00,#N/A,476,638,9380,43,0,84,0,47,4,884,122,95,48.6,105,32
14154,07.07.22 14:00,#N/A,476,638,9382,43,0,84,0,46,4,881,122,94,48.7,105,32
14155,07.07.22 16:00,#N/A,476,639,9384,43,0,83,0,44,4,881,122,94,48.8,105,31
14156,07.07.22 18:00,#N/A,476,639,9385,43,0,83,0,43,4,881,122,94,48.8,105,31
14157,07.07.22 20:00,#N/A,476,639,9387,43,0,83,0,43,4,881,122,94,48.8,105,31
14158,07.07.22 22:00,#N/A,476,639,9389,42,0,82,0,43,4,881,122,94,48.9,105,31
14159,07.08.22 00:00,#N/A,476,639,9390,42,0,82,0,43,4,881,122,94,48.9,105,31
14160,07.08.22 02:00,#N/A,477,639,9391,42,0,82,0,43,4,881,122,94,49.1,105,31
