U1_18RowNumber,Date,Dchoke (mm),WHP (atm),DHGP (atm),DHGP (psi),A-annulus Pres (atm),7x10 Annulus Pressure (atm),10x13 Annulus Pressure (atm),13x18 Annulus Pressure (atm),18x24 Annulus Pressure (atm),24x28 Annulus Pressure (atm),28x32 Annulus Pressure (atm),SSSV Pressure (atm), I-II Choke Pressure  (atm), II-III Choke Pressure  (atm),III Choke Pressure (atm),DHGT (Celcius),III pille Temperature (Celcius)
240,09.09.21 20:00,#N/A,518,670,9842,119,0,129,30,4,0,1,891,250,120,59.5,102,28
241,09.09.21 22:00,#N/A,518,670,9842,119,0,129,30,4,0,1,891,250,120,59.5,102,30
242,09.10.21 00:00,#N/A,518,670,9841,119,0,129,30,4,0,1,891,250,120,59.5,102,28
243,09.10.21 02:00,#N/A,518,670,9841,119,0,129,30,4,0,1,891,250,120,59.6,102,29
244,09.10.21 04:00,#N/A,518,670,9841,119,0,129,30,4,0,1,891,250,120,59.6,102,29
245,09.10.21 06:00,#N/A,518,670,9842,119,0,129,30,4,0,1,891,250,120,59.6,102,28
246,09.10.21 08:00,#N/A,518,670,9841,119,0,129,30,4,0,1,891,250,120,59.6,102,28
247,09.10.21 10:00,#N/A,518,670,9840,119,0,129,30,4,0,1,891,250,120,59.7,102,28
248,09.10.21 12:00,#N/A,518,670,9840,119,0,129,30,4,0,1,891,250,120,59.4,102,28
249,09.10.21 14:00,#N/A,518,670,9840,120,0,130,30,4,0,1,891,250,120,57.6,102,27
250,09.10.21 16:00,#N/A,518,670,9839,120,0,130,30,4,0,1,891,250,120,55.3,102,27
251,09.10.21 18:00,#N/A,518,669,9838,120,0,130,30,4,0,1,891,250,120,51.5,102,25
252,09.10.21 20:00,#N/A,517,669,9838,120,0,130,30,4,0,1,891,250,120,49.3,102,25
253,09.10.21 22:00,#N/A,516,669,9838,120,0,130,30,4,0,1,891,250,120,50.6,102,25
254,09.11.21 00:00,#N/A,516,669,9838,120,0,130,30,4,0,1,891,250,120,52.8,102,25
255,09.11.21 02:00,#N/A,517,669,9837,120,0,130,32,3,0,1,891,250,120,54.4,102,26
256,09.11.21 04:00,#N/A,517,669,9837,120,0,130,32,3,0,1,891,250,120,56,102,27
257,09.11.21 06:00,#N/A,517,669,9837,120,0,130,33,3,0,1,891,250,120,57,102,27
258,09.11.21 08:00,#N/A,517,669,9837,120,0,130,33,3,0,1,891,250,120,57.6,102,28
259,09.11.21 10:00,#N/A,517,669,9836,120,0,130,33,3,0,1,891,250,120,58,102,28
260,09.11.21 12:00,#N/A,517,669,9836,120,0,130,33,3,0,1,891,250,120,58.2,102,28
261,09.11.21 14:00,#N/A,517,669,9835,120,0,131,33,3,0,1,891,250,120,58.3,102,28
262,09.11.21 16:00,#N/A,517,669,9835,120,0,131,33,3,0,1,891,250,120,58.2,102,28
263,09.11.21 18:00,#N/A,517,669,9834,120,0,131,33,3,0,1,891,250,120,58.4,102,28
264,09.11.21 20:00,#N/A,517,669,9834,120,0,131,33,4,0,1,891,250,120,58.5,102,28
265,09.11.21 22:00,#N/A,517,669,9833,120,0,131,33,4,0,1,891,250,120,58.3,102,28
266,09.12.21 00:00,#N/A,517,669,9833,120,0,131,33,4,0,1,891,250,120,58.3,102,28
267,09.12.21 02:00,#N/A,517,669,9833,120,0,131,33,4,0,1,891,250,120,58.3,102,28
268,09.12.21 04:00,#N/A,517,669,9833,120,0,131,33,4,0,1,891,250,120,58.5,102,28
269,09.12.21 06:00,#N/A,517,669,9832,120,0,131,33,4,0,1,891,250,120,58.6,102,28
270,09.12.21 08:00,#N/A,517,669,9832,121,0,131,33,4,0,1,891,250,120,58.6,102,28
271,09.12.21 10:00,#N/A,517,669,9832,121,0,132,33,4,0,1,891,250,120,58.7,102,28
272,09.12.21 12:00,#N/A,517,669,9831,121,0,132,33,4,0,1,891,250,120,58.8,102,28
273,09.12.21 14:00,#N/A,517,669,9831,121,0,132,33,4,0,1,891,250,120,58.9,102,28
274,09.12.21 16:00,#N/A,517,669,9831,121,0,132,33,4,0,1,891,250,120,58.9,102,28
275,09.12.21 18:00,#N/A,517,669,9830,121,0,132,33,4,0,1,891,250,120,59,102,28
276,09.12.21 20:00,#N/A,517,669,9830,121,0,132,33,4,0,1,891,250,120,59.1,102,28
277,09.12.21 22:00,#N/A,517,669,9829,121,0,132,33,4,0,1,891,250,120,59,102,28
278,9.13.21 0:00,#N/A,517,669,9829,121,0,132,33,4,0,1,891,250,120,59.1,102,28
279,9.13.21 2:00,#N/A,517,669,9829,121,0,132,33,4,0,1,891,250,120,59.1,102,28
280,9.13.21 4:00,#N/A,517,669,9829,121,0,132,33,4,0,1,891,250,120,59.2,102,28
281,9.13.21 6:00,#N/A,517,669,9829,121,0,132,33,4,0,1,891,250,120,59.1,102,28
282,9.13.21 8:00,#N/A,517,669,9828,121,0,132,33,4,0,1,891,250,120,59.3,102,28
283,9.13.21 10:00,#N/A,517,669,9828,121,0,132,33,4,0,1,891,250,120,59.3,102,28
284,9.13.21 12:00,#N/A,517,669,9827,121,0,132,33,4,0,1,891,250,120,59.3,102,28
285,9.13.21 14:00,#N/A,517,669,9827,121,0,133,33,4,0,1,891,250,120,59.2,102,28
286,9.13.21 16:00,#N/A,517,669,9827,121,0,133,33,4,0,1,891,250,120,59.2,102,28
287,9.13.21 18:00,#N/A,517,669,9826,121,0,133,33,4,0,1,891,250,120,58.8,102,28
288,9.13.21 20:00,#N/A,517,669,9826,121,0,133,33,4,0,1,891,250,120,58.5,102,28
289,9.13.21 22:00,#N/A,517,669,9826,121,0,133,33,4,0,1,891,250,120,58.3,102,28
290,9.14.21 0:00,#N/A,517,669,9825,121,0,133,33,4,0,1,891,250,120,58.4,102,28
291,9.14.21 2:00,#N/A,517,669,9825,121,0,133,34,4,0,1,891,250,120,58.5,102,28
292,9.14.21 4:00,#N/A,517,669,9825,121,0,133,34,4,0,1,891,250,120,58.6,102,28
293,9.14.21 6:00,#N/A,517,669,9825,121,0,133,35,4,0,1,891,250,120,58.7,102,28
294,9.14.21 8:00,#N/A,517,668,9824,121,0,133,35,4,0,1,891,250,120,58.8,102,28
295,9.14.21 10:00,#N/A,517,668,9824,121,0,133,35,4,0,1,891,250,120,58.7,102,28
296,9.14.21 12:00,#N/A,517,668,9824,121,0,133,35,4,0,1,891,250,120,58.7,102,28
297,9.14.21 14:00,#N/A,517,668,9823,122,0,133,35,4,0,1,891,250,120,58.9,102,28
298,9.14.21 16:00,#N/A,517,668,9823,122,0,134,35,4,0,1,891,250,120,58.7,102,28
299,9.14.21 18:00,#N/A,517,668,9823,122,0,134,35,4,0,1,891,250,120,58.8,102,28
300,9.14.21 20:00,#N/A,517,668,9823,122,0,134,35,4,0,1,891,250,120,58.8,102,28
301,9.14.21 22:00,#N/A,517,668,9822,122,0,134,35,4,0,1,891,250,120,58.8,102,28
302,9.15.21 0:00,#N/A,517,668,9822,122,0,134,35,4,0,1,891,250,120,58.8,102,28
303,9.15.21 2:00,#N/A,517,668,9822,122,0,134,35,4,0,1,891,250,120,58.8,102,28
304,9.15.21 4:00,#N/A,517,668,9821,122,0,134,35,4,0,1,891,250,120,59,102,28
305,9.15.21 6:00,#N/A,517,668,9821,122,0,134,35,4,0,1,891,250,120,58.9,102,28
306,9.15.21 8:00,#N/A,517,668,9821,122,0,134,35,4,0,1,891,250,120,58.8,102,28
307,9.15.21 10:00,#N/A,516,668,9820,122,0,134,35,4,0,1,891,250,120,58.9,102,28
308,9.15.21 12:00,#N/A,516,668,9820,122,0,134,35,4,0,1,891,250,120,58.8,102,28
309,9.15.21 14:00,#N/A,516,668,9820,122,0,134,35,4,0,1,891,250,120,58.8,102,28
310,9.15.21 16:00,#N/A,516,668,9819,122,0,134,35,4,0,1,891,250,120,58.8,102,28
311,9.15.21 18:00,#N/A,516,668,9819,122,0,134,35,4,0,1,891,250,120,58.7,102,28
312,9.15.21 20:00,#N/A,516,668,9819,122,0,135,36,4,0,1,891,250,120,58.7,102,28
313,9.15.21 22:00,#N/A,516,668,9819,122,0,135,36,4,0,1,891,250,120,58.7,102,28
314,9.16.21 0:00,#N/A,516,668,9818,122,0,135,36,4,0,1,891,250,120,58.5,102,28
315,9.16.21 2:00,#N/A,516,668,9818,122,0,135,36,4,0,1,891,250,120,58.5,102,28
316,9.16.21 4:00,#N/A,516,668,9818,122,0,135,37,4,0,1,891,250,120,58.6,102,28
317,9.16.21 6:00,#N/A,516,668,9818,122,0,135,37,4,0,1,891,250,120,58.7,102,28
318,9.16.21 8:00,#N/A,516,668,9817,122,0,135,37,4,0,1,891,250,120,58.6,102,28
319,9.16.21 10:00,#N/A,516,668,9817,122,0,135,37,4,0,1,891,250,120,58.7,102,28
320,9.16.21 12:00,#N/A,516,668,9816,122,0,135,37,4,0,1,891,250,120,58.7,102,28
321,9.16.21 14:00,#N/A,516,668,9816,122,0,135,37,4,0,1,891,250,120,58.6,102,28
322,9.16.21 16:00,#N/A,516,668,9816,122,0,135,37,4,0,1,891,250,120,58.7,102,28
323,9.16.21 18:00,#N/A,516,668,9816,122,0,135,37,4,0,1,891,250,120,58.2,102,28
324,9.16.21 20:00,#N/A,516,668,9816,122,0,135,37,4,0,1,891,250,120,58.2,102,28
325,9.16.21 22:00,#N/A,516,668,9815,123,0,135,37,4,0,1,891,250,120,58.2,102,28
326,9.17.21 0:00,#N/A,516,668,9815,123,0,135,37,4,0,1,891,250,120,58.2,102,28
327,9.17.21 2:00,#N/A,516,668,9815,123,0,135,37,4,0,1,891,250,120,58.2,102,29
328,9.17.21 4:00,#N/A,516,668,9815,123,0,135,37,4,0,1,891,250,120,58.4,102,29
329,9.17.21 6:00,#N/A,516,668,9815,123,0,135,37,4,0,1,891,250,120,58.5,102,29
330,9.17.21 8:00,#N/A,516,668,9814,123,0,135,37,4,0,1,891,250,120,58.6,102,28
331,9.17.21 10:00,#N/A,516,668,9814,123,0,135,37,4,0,1,891,250,120,58.8,102,28
332,9.17.21 12:00,#N/A,516,668,9814,123,0,135,37,4,0,1,891,250,120,58.8,102,28
333,9.17.21 14:00,#N/A,516,668,9814,123,0,135,37,4,0,1,891,250,120,58.7,102,28
334,9.17.21 16:00,#N/A,516,668,9813,123,0,136,37,4,0,1,891,250,120,58.8,102,28
335,9.17.21 18:00,#N/A,516,668,9813,123,0,136,37,4,0,1,891,250,120,58.7,102,28
336,9.17.21 20:00,#N/A,516,668,9813,123,0,136,37,4,0,1,891,250,120,58.6,102,28
337,9.17.21 22:00,#N/A,516,668,9813,123,0,136,37,4,0,1,891,250,120,58.6,102,29
338,9.18.21 0:00,#N/A,516,668,9812,123,0,136,37,4,0,1,891,250,120,58.7,102,29
339,9.18.21 2:00,#N/A,516,668,9812,123,0,136,37,4,0,1,891,250,120,58.7,102,29
340,9.18.21 4:00,#N/A,516,668,9812,123,0,136,37,4,0,1,891,250,120,59,102,29
341,9.18.21 6:00,#N/A,516,668,9812,123,0,136,37,4,0,1,891,250,120,59.2,102,29
342,9.18.21 8:00,#N/A,516,668,9811,123,0,136,37,4,0,1,891,250,120,59.3,102,28
343,9.18.21 10:00,#N/A,516,668,9811,123,0,136,37,4,0,1,891,250,120,59.5,102,28
344,9.18.21 12:00,#N/A,516,668,9810,123,0,136,37,4,0,1,891,250,120,59.7,102,28
345,9.18.21 14:00,#N/A,516,668,9810,123,0,136,37,4,0,1,891,250,120,59.7,102,28
346,9.18.21 16:00,#N/A,516,668,9810,123,0,136,37,4,0,1,891,250,120,59.8,102,29
347,9.18.21 18:00,#N/A,516,668,9810,123,0,136,37,4,0,1,891,250,120,59.7,102,28
348,9.18.21 20:00,#N/A,516,668,9810,123,0,137,37,4,0,1,891,250,120,59.6,102,29
349,9.18.21 22:00,#N/A,516,667,9809,123,0,137,37,4,0,1,891,250,120,59.4,102,28
350,9.19.21 0:00,#N/A,516,667,9809,123,0,137,37,4,0,1,891,250,120,59.4,102,28
351,9.19.21 2:00,#N/A,516,667,9809,123,0,137,37,4,0,1,891,250,120,59.5,102,28
352,9.19.21 4:00,#N/A,516,667,9808,123,0,137,37,4,0,1,891,250,120,59.5,102,28
353,9.19.21 6:00,#N/A,516,667,9808,123,0,137,37,4,0,1,891,250,120,59.5,102,28
354,9.19.21 8:00,#N/A,516,667,9808,123,0,137,37,4,0,1,891,250,120,59.5,102,28
355,9.19.21 10:00,#N/A,516,667,9808,123,0,137,37,4,0,1,891,250,120,59.7,102,29
356,9.19.21 12:00,#N/A,516,667,9807,123,0,137,37,4,0,1,891,250,120,59.8,102,29
357,9.19.21 14:00,#N/A,516,667,9807,123,0,137,37,4,0,1,891,250,120,59.8,102,29
358,9.19.21 16:00,#N/A,516,667,9807,123,0,137,37,4,0,1,891,250,120,59.9,102,29
359,9.19.21 18:00,#N/A,516,667,9806,123,0,137,37,4,0,1,891,250,120,59.9,102,29
360,9.19.21 20:00,#N/A,516,667,9806,123,0,137,37,4,0,1,891,250,120,59.9,102,29
361,9.19.21 22:00,#N/A,516,667,9805,123,0,137,37,4,0,1,891,250,120,59.8,102,29
362,9.20.21 0:00,#N/A,516,667,9805,123,0,137,37,4,0,1,891,250,120,59.6,102,29
363,9.20.21 2:00,#N/A,516,667,9805,123,0,137,37,4,0,1,891,250,120,59.7,102,29
364,9.20.21 4:00,#N/A,516,667,9805,123,0,137,37,4,0,1,891,250,120,59.7,102,29
365,9.20.21 6:00,#N/A,516,667,9805,123,0,137,37,4,0,1,895,250,120,59.6,102,29
366,9.20.21 8:00,#N/A,515,667,9804,124,0,138,37,4,0,1,895,250,120,59.7,102,29
367,9.20.21 10:00,#N/A,515,667,9804,124,0,138,37,4,0,1,895,250,120,59.8,102,29
368,9.20.21 12:00,#N/A,515,667,9803,124,0,138,37,4,0,1,895,250,120,59.9,102,29
369,9.20.21 14:00,#N/A,515,667,9803,124,0,138,37,4,0,1,895,250,120,59.9,102,29
370,9.20.21 16:00,#N/A,515,667,9803,124,0,138,37,4,0,1,895,250,120,60,102,29
371,9.20.21 18:00,#N/A,515,667,9802,124,0,138,37,4,0,1,895,250,120,60,102,29
372,9.20.21 20:00,#N/A,515,667,9802,124,0,138,37,4,0,1,895,250,120,60,102,29
373,9.20.21 22:00,#N/A,515,667,9802,124,0,138,37,4,0,1,895,250,120,60,102,30
374,9.21.21 0:00,#N/A,515,667,9802,124,0,138,37,4,0,1,895,250,120,60,102,29
375,9.21.21 2:00,#N/A,515,667,9802,124,0,138,37,4,0,1,895,250,120,59.9,102,29
376,9.21.21 4:00,#N/A,515,667,9802,124,0,138,37,4,0,1,895,250,120,59.9,102,29
377,9.21.21 6:00,#N/A,515,667,9801,124,0,138,37,4,0,1,895,250,120,59.9,102,29
378,9.21.21 8:00,#N/A,515,667,9800,124,0,138,37,4,0,1,895,250,120,59.9,102,29
379,9.21.21 10:00,#N/A,515,667,9800,124,0,138,37,4,0,1,895,250,120,60,102,29
380,9.21.21 12:00,#N/A,515,667,9800,124,0,138,37,4,0,1,895,250,120,60.1,102,29
381,9.21.21 14:00,#N/A,515,667,9800,124,0,139,37,4,0,1,895,250,120,60,102,29
382,9.21.21 16:00,#N/A,515,667,9799,124,0,139,37,4,0,1,895,250,120,60.1,102,29
383,9.21.21 18:00,#N/A,515,667,9799,124,0,139,37,4,0,1,895,250,120,60.1,102,29
384,9.21.21 20:00,#N/A,515,667,9799,124,0,139,37,4,0,1,895,250,120,60,102,29
385,9.21.21 22:00,#N/A,515,667,9799,124,0,139,37,4,0,1,895,250,120,60,102,29
386,9.22.21 0:00,#N/A,515,667,9799,124,0,139,37,4,0,1,895,250,120,60,102,29
387,9.22.21 2:00,#N/A,515,667,9799,124,0,139,38,4,0,1,895,250,120,60.1,102,29
388,9.22.21 4:00,#N/A,515,667,9799,124,0,139,38,4,0,1,895,250,120,60.2,102,30
389,9.22.21 6:00,#N/A,515,667,9798,124,0,139,38,4,0,1,895,250,120,60.2,102,30
390,9.22.21 8:00,#N/A,515,667,9797,124,0,139,38,4,0,1,895,250,120,60.1,102,29
391,9.22.21 10:00,#N/A,515,667,9797,124,0,139,38,4,0,1,895,250,120,60.1,102,29
392,9.22.21 12:00,#N/A,515,667,9796,124,0,139,39,2,0,1,895,250,120,60,102,29
393,9.22.21 14:00,#N/A,515,667,9796,124,0,139,39,2,0,1,895,250,120,60.1,102,29
394,9.22.21 16:00,#N/A,515,667,9796,124,0,139,39,2,0,1,895,250,120,60.1,102,29
395,9.22.21 18:00,#N/A,515,667,9795,124,0,139,39,1,0,1,895,250,120,60,102,29
396,9.22.21 20:00,#N/A,515,667,9795,125,0,139,39,1,0,1,895,250,120,60.1,102,29
397,9.22.21 22:00,#N/A,515,667,9795,125,0,140,39,1,0,1,895,250,120,60,102,29
398,9.23.21 0:00,#N/A,515,667,9795,125,0,140,39,1,0,1,895,250,120,59.9,102,30
399,9.23.21 2:00,#N/A,515,666,9794,125,0,140,39,1,0,1,895,250,120,59.9,102,30
400,9.23.21 4:00,#N/A,515,666,9794,125,0,140,39,1,0,1,895,250,120,60,102,29
401,9.23.21 6:00,#N/A,515,666,9794,125,0,140,39,1,0,1,895,250,120,60.1,102,29
402,9.23.21 8:00,#N/A,515,666,9794,125,0,140,39,1,0,1,895,250,120,60.1,102,29
403,9.23.21 10:00,#N/A,515,666,9794,125,0,140,39,1,0,1,895,250,120,60.2,102,29
404,9.23.21 12:00,#N/A,515,666,9794,125,0,140,39,1,0,1,895,250,120,60.1,102,29
405,9.23.21 14:00,#N/A,515,666,9794,125,0,140,39,1,0,1,895,250,120,60.2,102,29
406,9.23.21 16:00,#N/A,515,666,9793,125,0,140,39,1,0,1,895,250,120,60.2,102,29
407,9.23.21 18:00,#N/A,515,666,9793,125,0,140,39,1,0,1,895,250,120,60.2,102,29
408,9.23.21 20:00,#N/A,515,666,9793,125,0,140,39,1,0,1,895,250,120,60.1,102,29
409,9.23.21 22:00,#N/A,515,666,9792,125,0,140,39,1,0,1,895,250,120,59.8,102,29
410,9.24.21 0:00,#N/A,515,666,9792,125,0,140,39,1,0,1,895,250,120,59.7,102,29
411,9.24.21 2:00,#N/A,515,666,9792,125,0,140,39,1,1,1,895,250,120,59.7,102,29
412,9.24.21 4:00,#N/A,515,666,9792,125,0,140,39,1,1,1,895,250,120,59.7,102,29
413,9.24.21 6:00,#N/A,515,666,9791,124,0,140,39,2,1,1,895,250,120,59.8,102,29
414,9.24.21 8:00,#N/A,515,666,9791,124,0,140,39,2,1,1,898,250,120,60.1,102,29
415,9.24.21 10:00,#N/A,515,666,9791,124,0,140,39,2,1,1,895,250,120,60.1,102,29
416,9.24.21 12:00,#N/A,515,666,9791,125,0,140,39,2,1,1,895,250,120,60.1,102,29
417,9.24.21 14:00,#N/A,515,666,9791,125,0,140,39,2,1,1,895,250,120,60.1,102,29
418,9.24.21 16:00,#N/A,515,666,9791,125,0,140,39,2,1,1,895,250,120,60.2,102,29
419,9.24.21 18:00,#N/A,515,666,9791,125,0,140,39,2,1,1,895,250,120,60.3,102,29
420,9.24.21 20:00,#N/A,515,666,9790,125,0,140,39,2,1,1,895,250,120,60.1,102,29
421,9.24.21 22:00,#N/A,515,666,9789,125,0,140,39,2,1,1,898,250,120,59.7,102,29
422,9.25.21 0:00,#N/A,515,666,9789,125,0,140,39,2,1,1,898,250,120,59.5,102,29
423,9.25.21 2:00,#N/A,515,666,9789,125,0,140,39,2,1,1,898,250,120,59.4,102,28
424,9.25.21 4:00,#N/A,515,666,9789,125,0,140,39,2,1,1,898,250,120,59.4,102,28
425,9.25.21 6:00,#N/A,515,666,9789,125,0,140,39,2,1,1,901,250,120,59.5,102,29
426,9.25.21 8:00,#N/A,515,666,9789,125,0,141,39,2,1,1,901,250,120,59.5,102,29
427,9.25.21 10:00,#N/A,515,666,9788,125,0,141,39,2,1,1,901,250,120,59.7,102,29
428,9.25.21 12:00,#N/A,515,666,9788,125,0,141,39,2,1,1,901,250,120,60,102,29
429,9.25.21 14:00,#N/A,514,666,9787,125,0,141,39,2,1,1,901,250,120,60.1,102,29
430,9.25.21 16:00,#N/A,514,666,9787,125,0,141,39,2,1,1,901,250,120,60.1,102,29
431,9.25.21 18:00,#N/A,514,666,9787,125,0,141,39,2,1,1,901,250,120,60.2,102,29
432,9.25.21 20:00,#N/A,514,666,9786,125,0,141,40,2,1,1,901,250,120,59.7,102,29
433,9.25.21 22:00,#N/A,514,666,9786,125,0,141,40,2,1,1,901,250,120,59.3,102,29
434,9.26.21 0:00,#N/A,514,666,9786,125,0,141,40,2,1,1,901,250,120,59.3,102,29
435,9.26.21 2:00,#N/A,514,666,9786,125,0,141,40,2,1,1,901,250,120,59.3,102,29
436,9.26.21 4:00,#N/A,514,666,9786,125,0,141,40,2,1,1,901,250,120,59.4,102,29
437,9.26.21 6:00,#N/A,514,666,9786,125,0,141,40,2,1,1,901,250,120,59.4,102,29
438,9.26.21 8:00,#N/A,514,666,9786,125,0,142,40,2,1,1,901,250,120,59.5,102,29
439,9.26.21 10:00,#N/A,514,666,9786,125,0,142,40,2,1,1,901,250,120,59.6,102,28
440,9.26.21 12:00,#N/A,514,666,9786,125,0,142,40,2,1,1,901,250,120,59.6,102,28
441,9.26.21 14:00,#N/A,514,666,9785,125,0,142,40,2,1,1,901,250,120,59.6,102,29
442,9.26.21 16:00,#N/A,514,666,9785,125,0,142,40,2,1,1,901,250,120,59.7,102,29
443,9.26.21 18:00,#N/A,514,666,9783,125,0,142,40,2,1,1,901,262,120,59.3,102,29
444,9.26.21 20:00,#N/A,514,666,9782,125,0,142,40,3,1,1,901,262,120,59,102,29
445,9.26.21 22:00,#N/A,514,665,9780,125,0,142,40,3,1,1,901,262,120,59.1,102,29
446,9.27.21 0:00,#N/A,514,665,9777,126,0,142,40,3,1,1,901,262,120,59.2,102,29
447,9.27.21 2:00,#N/A,514,665,9777,126,0,142,40,3,1,1,901,262,120,59.3,102,29
448,9.27.21 4:00,#N/A,514,665,9777,126,0,143,40,3,1,1,901,262,120,59.5,102,29
449,9.27.21 6:00,#N/A,514,665,9777,126,0,143,40,3,1,1,901,262,120,59.5,102,29
450,9.27.21 8:00,#N/A,514,666,9781,126,0,143,40,3,1,1,901,262,120,59.5,102,29
451,9.27.21 10:00,#N/A,514,666,9781,126,0,143,40,3,1,1,901,262,120,59.5,102,29
452,9.27.21 12:00,#N/A,514,666,9781,126,0,143,40,3,1,1,901,262,120,59.7,102,29
453,9.27.21 14:00,#N/A,514,665,9780,126,0,143,40,3,1,1,901,262,120,60,102,29
454,9.27.21 16:00,#N/A,514,665,9780,126,0,143,40,3,1,1,901,262,120,60.2,102,29
455,9.27.21 18:00,#N/A,514,665,9777,126,0,143,40,3,1,1,901,262,120,60.3,102,29
456,9.27.21 20:00,#N/A,514,666,9782,126,0,143,41,3,1,1,901,262,120,60.2,102,29
457,9.27.21 22:00,#N/A,514,666,9781,126,0,143,41,3,1,1,901,262,120,60.1,102,29
458,9.28.21 0:00,#N/A,514,666,9781,126,0,143,41,3,1,1,901,262,120,60,102,29
459,9.28.21 2:00,#N/A,514,666,9782,126,0,143,41,3,1,1,901,262,120,59.8,102,29
460,9.28.21 4:00,#N/A,514,665,9780,126,0,143,41,3,1,1,901,262,120,59.9,102,29
461,9.28.21 6:00,#N/A,514,665,9779,126,0,143,41,3,1,1,901,262,120,60.1,102,29
462,9.28.21 8:00,#N/A,514,665,9777,126,0,143,41,3,1,1,901,262,120,60.2,102,29
463,9.28.21 10:00,#N/A,514,665,9774,126,0,143,41,3,1,1,901,262,120,60.4,102,29
464,9.28.21 12:00,#N/A,514,665,9773,126,0,143,41,3,1,1,901,267,120,60.6,102,29
465,9.28.21 14:00,#N/A,514,665,9772,126,0,144,41,3,1,1,901,267,120,60.6,102,29
466,9.28.21 16:00,#N/A,514,665,9771,127,0,144,41,3,1,1,901,266,120,60.5,102,29
467,9.28.21 18:00,#N/A,514,665,9770,127,0,144,41,3,1,1,901,266,120,60.6,102,29
468,9.28.21 20:00,#N/A,514,665,9770,127,0,144,41,3,1,1,901,266,120,60.6,102,29
469,9.28.21 22:00,#N/A,514,665,9774,127,0,144,41,3,1,1,901,264,120,60.4,102,29
470,9.29.21 0:00,#N/A,514,665,9773,127,0,144,41,3,1,1,901,264,120,60.4,102,29
471,9.29.21 2:00,#N/A,514,665,9774,127,0,144,41,3,1,1,901,264,120,60.5,102,29
472,9.29.21 4:00,#N/A,514,665,9773,127,0,144,41,3,1,1,901,264,120,60.5,102,29
473,9.29.21 6:00,#N/A,514,665,9771,127,0,144,41,3,1,1,901,264,120,60.5,102,29
474,9.29.21 8:00,#N/A,514,665,9771,127,0,144,41,3,1,1,901,266,120,60.5,102,29
475,9.29.21 10:00,#N/A,514,665,9769,127,0,144,41,3,1,1,901,266,120,60.6,102,29
476,9.29.21 12:00,#N/A,514,665,9776,127,0,144,41,3,1,1,901,252,120,60.4,102,29
477,9.29.21 14:00,#N/A,514,665,9776,127,0,144,41,3,1,1,901,252,120,60.4,102,29
478,9.29.21 16:00,#N/A,514,665,9776,127,0,144,41,3,1,1,901,252,120,60.4,102,29
479,9.29.21 18:00,#N/A,514,665,9775,126,0,144,41,3,1,1,901,252,120,60.4,102,29
480,9.29.21 20:00,#N/A,514,665,9775,126,0,144,41,3,1,1,901,252,120,60.4,102,29
481,9.29.21 22:00,#N/A,514,665,9775,126,0,144,41,3,1,1,901,252,120,60.3,102,29
482,9.30.21 0:00,#N/A,514,665,9775,126,0,144,41,3,1,1,901,252,120,60.3,102,29
483,9.30.21 2:00,#N/A,514,665,9775,126,0,144,41,3,1,1,901,252,120,60.2,102,29
484,9.30.21 4:00,#N/A,514,665,9775,126,0,144,41,3,1,1,901,252,120,60.3,102,29
485,9.30.21 6:00,#N/A,514,665,9776,126,0,144,41,3,1,1,901,252,120,60.3,102,29
486,9.30.21 8:00,#N/A,514,665,9776,126,0,144,41,3,1,1,901,252,120,60.3,102,29
487,9.30.21 10:00,#N/A,514,665,9776,126,0,144,41,3,1,1,901,252,120,60.4,102,29
488,9.30.21 12:00,#N/A,514,665,9775,126,0,144,41,3,1,1,901,252,120,60.5,102,29
489,9.30.21 14:00,#N/A,514,665,9775,126,0,144,41,3,1,1,901,252,120,60.4,102,29
490,9.30.21 16:00,#N/A,514,665,9775,126,0,144,41,3,1,1,901,252,120,60.5,102,29
491,9.30.21 18:00,#N/A,514,665,9774,126,0,144,41,3,1,1,901,252,120,60.5,102,29
492,9.30.21 20:00,#N/A,514,665,9774,126,0,144,41,3,1,1,901,252,120,60.5,102,29
493,9.30.21 22:00,#N/A,514,665,9774,126,0,144,41,3,1,1,901,252,120,60.5,102,29
494,10.01.21 00:00,#N/A,514,665,9774,126,0,144,41,3,1,1,901,252,120,60.5,102,29
495,10.01.21 02:00,#N/A,514,665,9775,126,0,144,41,3,1,1,901,252,120,60.4,102,29
496,10.01.21 04:00,#N/A,514,665,9775,126,0,144,41,3,1,1,901,252,120,60.4,102,29
497,10.01.21 06:00,#N/A,514,665,9775,126,0,144,41,3,1,1,901,252,120,60.4,102,29
498,10.01.21 08:00,#N/A,514,665,9774,126,0,144,41,3,1,1,901,252,120,60.4,102,29
499,10.01.21 10:00,#N/A,514,665,9774,126,0,144,41,3,1,1,901,252,120,60.4,102,29
500,10.01.21 12:00,#N/A,514,665,9774,120,0,140,41,3,1,1,901,252,120,60.4,102,29
501,10.01.21 14:00,#N/A,514,665,9774,120,0,141,41,3,1,1,901,252,120,60.4,102,29
502,10.01.21 16:00,#N/A,514,665,9773,120,0,141,41,3,1,1,901,252,120,60.3,102,29
503,10.01.21 18:00,#N/A,514,665,9773,120,0,141,41,3,1,1,901,252,120,60.3,102,29
504,10.01.21 20:00,#N/A,514,665,9774,120,0,141,41,3,1,1,901,252,120,60.1,102,29
